행정동_코드,행정동,기준_년분기_코드,연도,분기,연도분기,상권티어,상권유형,FB카페_매출금액,FB식사_매출금액,주류유흥_매출금액,라이프스타일_매출금액,기타_매출금액,FB카페_매출건수,FB식사_매출건수,주류유흥_매출건수,라이프스타일_매출건수,기타_매출건수,총_매출금액,총_매출건수,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,시간대_00~06_매출_건수,시간대_06~11_매출_건수,시간대_11~14_매출_건수,시간대_14~17_매출_건수,시간대_17~21_매출_건수,시간대_21~24_매출_건수,남성_매출_금액,여성_매출_금액,남성_매출_건수,여성_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수
11215820,자양1동,20203,2020,3,2020Q3,⑦ 일반,일반,408040620,6214679055,264385109,3806248235,20384068444,53828,286881,6898,448850,909949,31077421463,1706406,4645497027,4944675404,4587785339,4711685033,5146580765,4626450584,2414747311,263644,262479,259432,247566,266828,249560,156897,775637481,3489900813,7275679296,8356596681,9275184525,1904422667,66835,227967,363638,376768,527336,143862,14531752408,14028475827,914004,765691,159432837,3795616777,4710097854,6190778257,7396639551,6307662981,23570,355782,322823,325290,362198,290009,24036223568,7041197895,1299949,406457
11215820,자양1동,20204,2020,4,2020Q4,⑦ 일반,일반,394796489,5907245099,238637009,4219841125,19223070402,46783,281610,5990,408763,857361,29983590124,1600507,4864542436,4298620473,4582233605,4654916031,4578695418,4701289357,2303292804,259155,238094,228751,250311,235777,240062,148357,624020117,3118365919,7194614749,8382909185,8970467048,1693213106,55171,193284,352811,381074,486093,132074,13930646034,14078026058,840673,730835,155106945,3796104935,4859556805,5904307526,6880295383,6413300501,22346,346938,303664,314337,317207,267014,22979007963,7004582161,1212088,388419
11215820,자양1동,20211,2021,1,2021Q1,⑦ 일반,일반,554087973,6082379144,328943844,4665621358,21698406302,65202,290006,7987,456424,1050806,33329438621,1870425,5021133934,4822792002,5585189284,4604167371,4938599119,5358415292,2999141619,285074,274898,281253,255235,278959,291924,203082,366719786,3243783480,8072963605,8995793429,10661858037,1988320284,50570,207833,408086,447516,589760,166660,16176071338,15397438080,1010559,827754,107650182,3520132655,4964767000,6412166546,8183820494,8384992494,13546,335909,354808,363787,405218,365051,24971881710,8357556911,1375419,495006
11215820,자양1동,20212,2021,2,2021Q2,⑦ 일반,일반,665600904,6943596126,396127357,5253079952,22024107166,89826,327722,9729,517992,1094154,35282511505,2039423,5250963188,5207411217,5203529761,4681445952,5620282613,5938694516,3380184258,315202,297070,280957,288814,318246,320934,218200,415150203,3754340644,8412028297,8758457142,11448035449,2494499770,58797,246300,444401,449942,647464,192519,16875203923,16271099310,1100291,905637,200050440,3853900857,5333314109,6894072148,8955025359,7909940312,23466,369214,377302,392956,457163,385819,25963632731,9318878774,1500289,539134
11215820,자양1동,20213,2021,3,2021Q3,⑦ 일반,일반,646506863,6697234741,338958556,5208681575,24451974923,92258,325944,8769,531477,1166803,37343356658,2125251,5761477396,4900151726,5331143428,5750021193,5983570691,6013983653,3603008571,325265,287907,287126,330691,333346,333573,227343,400942376,4280074755,9550233821,9262762342,11724294832,2125048532,54752,286258,481748,463376,655655,183462,18156328807,17340674187,1142065,949416,177503992,3980406409,5397629053,7348950014,9331773361,9260703374,23246,381046,393004,399156,487877,407124,27726364434,9616992224,1564335,560916
11215820,자양1동,20214,2021,4,2021Q4,⑦ 일반,일반,685011267,7279692535,601630921,5175243580,23192333349,83411,334939,11472,465312,1136755,36933911652,2031889,5187844453,5757433412,5424233769,5365674620,6277259304,5708270971,3213195123,300285,291737,286621,298759,348535,306927,199025,592532006,3738109710,9414997587,9883981235,11091645397,2212645717,57698,249964,468020,485880,605563,164764,17246129235,17274873589,1078260,919428,205169623,4132145335,5358019285,7374526711,8827113339,8624000643,31775,377387,354505,391519,440658,401841,28012445558,8921466094,1525937,505952
11215820,자양1동,20221,2022,1,2022Q1,⑦ 일반,일반,549361131,6241482996,346614756,4156768173,24059741755,75793,282931,7233,410299,1331554,35353968811,2107810,5418737206,4732384638,4907041659,5452517592,5584922555,5930234976,3328130185,339688,284803,288575,315871,327324,330548,221001,315922246,3898678582,8804157149,9723805385,10708863538,1902541911,40675,250243,478848,544665,642008,151371,17014611969,16541041234,1141754,934432,268452711,3575977332,5294757707,6458411139,8520338057,9437552490,57948,369173,389650,363296,458301,437804,26095603650,9258365161,1556261,551549
11215820,자양1동,20222,2022,2,2022Q2,⑦ 일반,일반,620140756,7359944318,816800427,5564688158,23224814509,86208,309013,17386,536555,1336673,37586388168,2285835,5705263082,5395350952,5166238048,5305846742,6064202125,6380399368,3569087851,343235,329955,313036,327468,360151,368454,243536,996741020,4081786906,9044746487,9048199437,11595724672,2819189646,100542,296503,481855,505942,682613,218380,18134233230,17829984054,1250642,1004971,282419037,3898473385,5618997873,6880245092,9366345421,9917736495,58344,421449,423347,393518,492519,466415,27636900949,9949487219,1673845,611990
11215820,자양1동,20223,2022,3,2022Q3,⑦ 일반,일반,562000745,8032227599,707493488,5185889054,23523773076,79739,311856,16173,564866,1139142,38011383962,2111776,6049635845,5459293151,5352857028,5906762156,6538749251,5653056976,3051029555,299809,311016,298962,330797,362018,311381,197793,1056494103,4703652388,9687834702,8589264300,11357509492,2616628977,94188,309865,457656,451584,606568,191915,18739628097,17409617555,1133436,947217,208607419,3772592015,5528550030,8066338196,9011268623,9561822133,28365,339698,389434,387387,488995,446772,29307297431,8704086531,1602602,509174
11215820,자양1동,20224,2022,4,2022Q4,⑦ 일반,일반,543534232,8324995016,781192499,4743019788,22882903642,70903,329835,17082,363363,1209967,37275645177,1991150,5159976060,5391260048,5420856877,5498718180,6198163391,6485653724,3121016897,292658,289575,275410,294172,325660,334989,178686,892612416,3881285000,9372752376,9965337009,10828473571,2335184805,76374,260502,473720,486872,545824,147858,17608258801,17371424966,1069038,885508,233584981,3697516673,5005622818,6851020191,8997016916,10194922193,39278,342586,327645,366412,433358,445264,27668974556,9606670621,1477475,513675
11215820,자양1동,20231,2023,1,2023Q1,⑦ 일반,일반,500292139,7595843672,854115582,3873826755,23372692893,65241,294693,16555,319523,1262759,36196771041,1958771,5338041905,5133090948,5036281413,5730974982,6361967937,5750160384,2846253472,293641,282822,275531,299731,329967,294815,182264,891722668,4079750643,9113408061,9441166086,10302376822,2368346761,72530,245152,446614,480574,559191,154710,17521410163,16989851114,1070383,860640,206332639,3078845776,5142800768,6297896842,9122411699,10662973543,42367,289995,355193,331547,441442,470471,27600357185,8596413856,1481692,477079
11215820,자양1동,20232,2023,2,2023Q2,⑦ 일반,일반,569811957,8480212250,751437929,5038565996,25405098936,78258,339848,16192,431120,1390586,40245127068,2256004,6243906128,5922952383,6031779410,5774270286,6532000548,6316075754,3424142559,352744,331224,321884,332689,363557,335687,218219,1000654715,4624253724,9840745582,9839136671,12342694464,2597641912,85513,316601,502511,506343,659860,185176,18876961621,19476338990,1202970,1013780,252636160,3507462346,6241042609,7221392298,9644503730,11486263481,51947,334250,428005,393628,489718,519173,30504908755,9740218313,1702098,553906
11215820,자양1동,20233,2023,3,2023Q3,⑦ 일반,일반,547182504,8429949854,638406451,4330248955,26801738766,74333,331689,15409,437321,1360853,40747526530,2219605,6728918827,5616548107,6141981432,6309391347,6024676118,6770537315,3155473384,352988,313284,328398,330570,327228,356937,210200,881228536,5008751812,10225945452,9562325856,12566681487,2502593387,81485,330254,499449,496511,637527,174379,19048276225,19612974595,1177499,1010897,231892673,3432768782,6052540872,7262964367,10082489269,11599795185,47911,330784,403594,377111,494352,534686,30821515831,9926010699,1652468,567137
11215820,자양1동,20234,2023,4,2023Q4,⑦ 일반,일반,518434770,8544176323,927198673,4924849411,27545136142,65212,341044,15942,412026,1376239,42459795319,2210463,6160444673,5991005137,6300920498,6346878348,6911827432,6863438201,3885281030,318875,322418,314467,329994,351389,349292,224028,932719514,4946534289,11681044329,10558092154,11811458594,2529946439,73212,309593,506459,540667,609771,170761,20409326038,20124942402,1171618,1009330,275683033,4298691179,6133050880,7607998428,10557633872,11661211044,50758,346006,398437,388148,491375,506228,31711076088,10748719231,1637143,573320
11215820,자양1동,20241,2024,1,2024Q1,⑦ 일반,일반,479977822,7758579472,838053285,4177542248,27325240432,57956,306245,14268,367341,1374013,40579393259,2119823,5631795445,5708896439,6297640306,6319843845,6838406147,6516352893,3266458184,307662,306909,302597,328951,339757,336849,197098,992826725,4643577819,10699776432,10360388167,11522336255,2360487861,75634,274855,486675,528646,600348,153665,19260518488,19719195421,1118270,974617,169221286,3301392202,6231645881,7345022748,9808103539,12125326412,28968,284886,392401,370661,469948,546049,30796582182,9782811077,1585876,533947
11215820,자양1동,20242,2024,2,2024Q2,⑦ 일반,일반,533269431,8719273471,801076230,5235644104,27494197865,67125,325082,14760,455716,1389760,42783461101,2252443,6658470219,6526412816,6258698922,6047588060,7134009204,6799029795,3359252085,349739,334387,315172,332232,365091,345061,210761,1130345317,5032928433,10980643095,10192960438,12610673568,2835910250,95847,317102,494868,501366,657343,185917,20552967984,20314162283,1200833,1020908,223886736,3404690800,6348449546,7722663157,10326696773,12840273003,40894,321563,394723,392177,502890,569455,32625179221,10158281880,1696621,555822
11215820,자양1동,20243,2024,3,2024Q3,⑦ 일반,일반,421948940,8503652962,714968340,4399040273,27035155309,57328,303393,12774,443219,1338019,41074765824,2154733,7084535354,5866434355,5681168855,6039454652,6413959892,6607894928,3381317788,367397,305580,292051,308481,334978,336751,209495,985295425,5337161001,10265767947,9814214758,11990370434,2681956259,91207,325405,476768,476609,605367,179376,19762909107,19261468991,1160637,965647,225749320,3247391751,6044142264,7423112496,9795775389,12289152035,40294,298510,374425,370400,478507,564188,31085553108,9989212716,1608487,546246
11215820,자양1동,20244,2024,4,2024Q4,⑦ 일반,일반,527724246,8531163923,919147463,4855155985,29618189301,61923,308774,16436,420649,1381178,44451380918,2188960,7204081389,7153105995,6194101646,6208515065,7174315536,6878583715,3638677572,344495,343594,298926,315952,345843,337806,202344,930371996,5787008576,11688141747,10716188474,12738461728,2591208397,81881,319582,506832,528448,586701,165516,20894031580,21139920026,1153485,999968,233262582,3633054316,6455105411,7759961645,10670017746,13282549913,38169,296822,390109,395356,477162,555824,33934119631,10517261287,1648810,540150
11215830,자양2동,20201,2020,1,2020Q1,⑦ 일반,일반,435752530,3130455862,609180574,1428575429,7765956104,47808,119398,13510,227979,447643,13369920499,856338,2198319301,2128310245,1913802180,1925518655,1954377308,2056382403,1193210407,128895,127988,122285,123815,123367,136022,93966,621712505,1347855363,2690339055,3156838751,4037662866,1515511959,50551,97074,164982,171286,252138,120307,7198290821,5484831373,495362,349112,126670151,1569260250,2278970881,3316417173,2890304311,2501499420,25435,182454,189035,186417,154442,106680,10120327689,3249592810,626350,229988
11215830,자양2동,20202,2020,2,2020Q2,⑦ 일반,일반,457334338,3578191353,706100271,1797612195,9508925578,52002,132577,16149,276825,461799,16048163735,939352,2490112210,2216039310,2498136761,2245222744,2861425026,2316635050,1420592634,139994,128677,134812,128900,142087,153389,111493,663344417,1849276166,3396213444,3388399047,4974061922,1776868739,56625,107674,173475,182037,286818,132723,8994544210,6031055374,553499,370125,118211906,1641991104,2703372468,4080893983,3541620562,2939509566,25078,194495,207962,201893,178688,115510,12310936051,3737227684,674470,264882
11215830,자양2동,20203,2020,3,2020Q3,⑦ 일반,일반,537517329,3562215489,600494070,1797617095,8639305253,68221,137273,14424,278323,416019,15137149236,914260,2468497388,2224271962,2103343199,2168502158,2341390046,2465608584,1365535899,132780,134204,134232,126225,140096,141459,105264,659888680,1489874604,3170153413,3877048036,4287787250,1652397253,58698,109458,169393,167741,270527,138443,8701669562,5656538217,542206,359273,126959857,1750771514,2482857001,3980795592,3410298387,2606525429,23635,190199,200904,200654,169411,116681,11306004753,3831144483,667537,246723
11215830,자양2동,20204,2020,4,2020Q4,⑦ 일반,일반,551677841,3246474639,411413833,1629283040,8962300135,64738,131583,9250,240117,407729,14801149488,853417,2312157259,2279512359,2076768105,2525598523,2257962467,2142706704,1206444071,127899,123082,120181,132543,124111,134016,91585,483495013,1140365911,3839996952,3539502097,4475446972,1322342543,47088,99702,166693,171145,259205,109584,8628228293,5642535126,500081,340352,128155662,1634832737,2369502885,4146096719,3393435446,2598739969,24233,173425,183465,185363,157971,115965,11451998713,3349150775,627816,225601
11215830,자양2동,20211,2021,1,2021Q1,⑦ 일반,일반,726426656,3252989738,523137526,1482019939,10683685102,94967,136361,14922,190274,485574,16668258961,922098,2384007650,2665120840,2907170900,2398491153,2422587950,2474652876,1416227592,136094,134825,138505,122537,136805,143746,109586,192674348,1658070887,4460621263,3773503872,5257729148,1325659443,27914,106305,184313,197957,298636,106973,9838740480,6299710908,542767,365240,132203481,1619563179,2586493048,4502694775,4059284384,3238212535,21959,175158,207182,190227,179797,133689,12777378493,3890880468,668766,253332
11215830,자양2동,20212,2021,2,2021Q2,⑦ 일반,일반,886566394,4238390174,751529893,1790774254,11201654988,113572,164654,20822,226631,566653,18868915703,1092332,2933739003,2722608412,2663801613,2633260505,3281189296,2897041653,1737275221,164227,155550,155419,153435,169756,168247,125698,283920169,1916158219,4173567560,4247373236,6121697373,2126199146,43600,138015,215824,214922,328576,151395,10688774620,7437205713,631222,442515,139476178,1907794945,2979511213,5073055754,4475216780,3550925465,28648,206977,246611,232407,204961,154152,14234598829,4634316874,798387,293945
11215830,자양2동,20213,2021,3,2021Q3,⑦ 일반,일반,853136292,3664916899,605373878,1755159281,12862261617,113354,152490,17657,234954,581604,19740847967,1100059,2966669998,3573547988,2627691870,3097943301,2912707903,2897046659,1665240248,159380,153799,147790,177342,171263,166487,123998,213878363,2723132780,4110691552,5040899065,5972087654,1680158553,28595,150655,228199,222176,340498,129936,11491716858,7487849119,644568,438279,124980222,1942919700,2942620387,5901736544,4490215450,3577055301,25928,211032,237285,238436,207574,162579,15178561060,4562286907,809574,290485
11215830,자양2동,20214,2021,4,2021Q4,⑦ 일반,일반,913372191,4092828471,872484552,1759805994,11358013270,119321,154100,20581,220190,464015,18996504478,978207,2630222404,2560420319,3504862436,2508830213,3500762402,2716558177,1574848527,145477,138387,136870,141976,163484,146430,105583,522528761,1850527780,4808591011,4338592638,5773565619,1702698669,35127,128205,208348,198762,292730,115035,10258617963,7845100443,542236,417347,116297613,1861796958,2880603238,4871630985,4595409983,3777979607,18004,169016,206639,228172,188725,149026,14705097774,4291406704,726194,252013
11215830,자양2동,20221,2022,1,2022Q1,⑦ 일반,일반,850898178,3674482924,502774315,1651703245,11013819264,102119,135370,12179,197890,469426,17693677926,916984,2800453665,2402787229,2604777868,3161610211,2656059572,2527216628,1540772753,145334,127211,129353,139990,134570,140720,99806,199440294,1565254296,4892880675,4073530431,5499717965,1462854265,23505,116105,199717,190340,286135,101182,10059831638,6694772105,520852,378507,110017024,1425190191,2674312635,4493933451,4486967141,3564183308,11682,130479,198292,208031,192099,158783,13625688545,4067989381,676458,240526
11215830,자양2동,20222,2022,2,2022Q2,⑦ 일반,일반,913748021,4905414636,1234160067,1854074613,9837544273,116957,164473,29414,235148,425057,18744941610,971049,2591662952,2827309363,2572416879,2611981744,3447328088,2917753390,1776489194,143423,142695,131429,134718,150571,155735,112478,674327126,2171570297,4071103505,3499565377,6087000668,2241374637,42821,131459,197003,179572,289987,130207,10101704805,7735958554,554055,401537,105881628,1665026130,3017228758,4561729022,4528650441,3959227064,17808,144518,218627,224286,189242,161157,14050699026,4694242584,702836,268213
11215830,자양2동,20223,2022,3,2022Q3,⑦ 일반,일반,831384326,4962040799,1221390002,1771164062,10948607323,111111,163379,29712,233892,524102,19734586512,1062196,2783123706,2723215547,2839753252,2758215959,4019244278,2834609432,1776424338,151945,154724,149252,157295,173693,156704,118583,741972004,2148138614,4366024880,3903862028,6291677720,2282911266,46242,146987,213598,196610,319630,139129,10892008628,7966942540,605705,439255,108570379,1786038666,3298736653,4654613843,4786980556,4224011071,15420,153900,243719,244850,212606,174464,15123552742,4611033770,786909,275287
11215830,자양2동,20224,2022,4,2022Q4,⑦ 일반,일반,855713086,5426193161,1043549038,1685838181,11078849627,109061,163712,23576,200741,526080,20090143093,1023170,2793579219,2830255296,3039098307,2936831178,3482948598,3195331481,1812099014,148464,147826,137804,148976,160283,169990,109827,643043873,1992329510,4797184875,3987842425,6447977242,2221765168,36749,143644,214308,199431,306972,122066,10951288523,8266583134,572430,434958,112782621,1669769298,3306697537,4950380797,4711424389,4466817023,14032,141134,220752,251329,206086,174061,15082712598,5007430495,743353,279817
11215830,자양2동,20231,2023,1,2023Q1,⑦ 일반,일반,872047335,4956546424,1022890069,1421210381,10738422976,114593,147966,23541,170490,493838,19011117185,950428,2758255570,2865419102,2569753982,2987894489,3355950315,2745063118,1728780609,139312,138524,135356,145525,153218,134795,103698,565294483,1721617561,4690855094,3851331020,6135772069,2046246958,33663,122993,201257,192464,288777,111274,10295815837,7722174480,537644,396781,88287967,1355352077,3053735741,4517783462,4668725799,4334105288,12338,112317,205788,229159,201450,173375,14537273458,4473843727,711935,238493
11215830,자양2동,20232,2023,2,2023Q2,⑦ 일반,일반,1011976292,5361697570,1090971993,1756487722,11339118587,136440,157351,26479,208564,558169,20560252164,1087003,3142891669,3008696979,2934400409,3056461908,3372610961,2987548665,2057641573,169432,157134,152492,154992,166809,162899,123245,639734822,2370844335,4590086067,4063638449,6594542837,2301405654,39556,157306,222665,207662,331555,128259,11046269395,8634112366,601190,471086,107239954,1524707959,3399353998,5117158950,5031276418,4500363581,18689,128553,238325,270434,221001,195268,15515061926,5045190238,800859,286144
11215830,자양2동,20233,2023,3,2023Q3,⑦ 일반,일반,954634291,4643651841,1160281527,1643191912,11117842416,136088,146010,27198,207276,535871,19519601987,1052443,3036895089,2935405634,2636959424,3055798630,2854754771,3210577093,1789211346,165514,145322,146483,148035,157345,168545,121199,691339042,2260153739,4465807694,3861810714,6074685365,2165805433,41359,156140,216808,199316,312989,125831,10821879913,7802123398,586432,449645,104101600,1508792550,3106096148,4786691699,4670197919,4448123392,17501,128772,220388,262938,220102,186369,14519813548,4999788439,762699,289744
11215830,자양2동,20234,2023,4,2023Q4,⑦ 일반,일반,949058700,4204073553,995984993,1598326944,11526342048,129858,133140,23368,180581,547557,19273786238,1014504,2497549131,2884185081,2564394636,2793872628,3641737298,2900382096,1991665368,139863,148501,142874,146295,160838,152133,124000,557152305,2252056701,4589516216,4260611997,5721415503,1893033516,35427,148035,214181,209884,296683,110294,10501918505,7914055481,565424,435142,122244977,1477869863,3191555848,4617047348,4331028281,4676227672,17383,126882,218963,242230,208606,186509,14381738774,4892047464,738371,276133
11215830,자양2동,20241,2024,1,2024Q1,⑦ 일반,일반,838830615,3709935718,900767871,1381345508,10570200802,114266,113112,21470,161113,478245,17401080514,888206,2532040281,2446387206,2646537136,2843266777,2799471621,2555108090,1578269403,128965,135426,125563,133840,126647,136519,101246,574723484,2116934764,3957035290,3795698571,5184861304,1771827101,33672,126077,182671,184869,260828,100089,9916776469,6875933835,490557,382442,65149955,1104159020,2893278968,4324403073,4080857152,4324944521,11121,95901,194425,205653,184657,181259,13267703021,4133377493,650441,237765
11215830,자양2동,20242,2024,2,2024Q2,⑦ 일반,일반,1037060592,4227604739,1102604076,1497144798,10034511855,138937,126348,26574,175544,498784,17898926060,966187,2419844172,2975163764,2337239447,2593988769,2967767246,2847013197,1757909465,138193,144710,131349,135945,152210,149615,114165,588744572,1941148024,4002335148,3773841889,5501995432,2090860995,34035,138315,192821,192962,291288,116766,10294054770,6944571740,543944,407308,80521489,1209862486,3083343721,4332845361,3877102670,4654950781,14039,101201,219530,229250,198050,189192,13294003398,4604922662,702407,263780
11215830,자양2동,20243,2024,3,2024Q3,⑦ 일반,일반,1055284318,4023950925,1109915692,1285075046,9953284746,154019,120082,25645,157812,489023,17427510727,946581,2853086002,2680165182,2196368489,2381904601,2971406512,2698742923,1645837018,151178,134843,129034,132391,147663,143920,107552,548865814,1872491512,4313343363,3292993639,5317418601,2082397798,32587,143191,198940,183528,278180,110155,9712105800,6917586830,518015,412038,119792203,1175134847,2874343870,3844590913,4022398095,4593432702,15875,98520,204400,220735,204147,186393,13082930786,4344579941,695109,251472
11215830,자양2동,20244,2024,4,2024Q4,⑦ 일반,일반,1038737900,4286465453,1002409101,1254812097,10826259279,151183,124365,23294,144601,486318,18408683830,929761,3192954638,3175690173,2277409968,2511123842,2988966949,2626106058,1636432202,145077,145740,121886,130978,142943,140409,102728,483879590,2186848191,4567787924,3774845477,5598095962,1797226686,28335,136725,209130,191187,265791,98593,9967682001,7378579358,509456,400154,81155125,1121288579,3329855136,4016340884,3843533540,4953839796,16411,96840,204396,210816,196775,184376,14146145570,4262538260,686624,243137
11215840,자양3동,20201,2020,1,2020Q1,② 라이징스타,기존 강세,2379853130,7153906295,142757168,3116331063,27936454453,259224,356513,4460,345326,1115825,40729302109,2081348,5752225663,5471375463,5615949960,5846783763,6033269703,6739607735,5270089822,286753,274414,282252,289627,297743,351100,299459,191658705,1844759983,7927071977,10834685212,16121044387,3810081845,23951,135613,390967,529860,778387,222570,13593807020,22589437916,793938,1237962,536581889,11882642479,8139025551,7951180053,4982081853,2691733109,42488,752346,500968,356549,251561,127987,28719604552,12009697557,1430789,650559
11215840,자양3동,20202,2020,2,2020Q2,② 라이징스타,기존 강세,2571211526,7542869599,157530949,3764651124,29674767740,290409,357661,4844,425515,1106915,43711030938,2185344,6066253252,5533995145,5942701672,5987170062,6649348884,7568800080,5962761843,292646,284043,291727,286421,310075,397211,323221,213186257,1888390649,8927615605,11211014738,17721055587,3749768102,27237,141983,425118,549841,814279,226886,16005482809,23860270268,884434,1254371,559111056,12699880887,8556642506,9096840713,5909375438,3043902472,47044,802172,502157,372891,275643,138884,30179469015,13531561923,1464912,720432
11215840,자양3동,20203,2020,3,2020Q3,② 라이징스타,기존 강세,2373027272,6496867375,121972901,3318938304,28102122911,265282,326021,3548,417053,1041851,40412928763,2053755,5242034588,5543635708,5879682819,5890221697,6323312206,6611548826,4922492919,270843,281038,297274,268285,302223,348565,285527,238346217,2262683783,8446595387,10561927623,15219767584,3683608169,29221,152581,392208,496143,751455,232147,13919866677,21661676561,819434,1183247,562826664,11631244203,7253554192,7997875382,5299570056,2836472752,53054,758395,460862,338703,259460,132202,28878887018,11534041745,1419663,634092
11215840,자양3동,20204,2020,4,2020Q4,② 라이징스타,기존 강세,2171562847,6843595544,80325239,3432958298,26040575420,227464,307702,2256,376541,973179,38569017348,1887142,5422606077,5374037994,5462999119,5483921123,5972599248,5923595303,4929258484,262069,250265,252437,277074,280519,305556,259222,197316977,1712418075,8197282207,10633937835,15091978021,2736084233,23634,139555,379436,474256,702164,168097,13676776269,20482810433,758941,1083167,787117920,10589685589,7062172510,8051988028,4858448947,2809201198,69839,670358,412993,320772,243020,125091,27716163561,10852853787,1322364,564778
11215840,자양3동,20211,2021,1,2021Q1,② 라이징스타,기존 강세,2238603991,7173187917,174193187,5078659579,15933226822,276376,314573,8173,442317,455599,30597871496,1497038,4384507701,4141358272,5097719518,4026439615,4510176327,4709168386,3728501677,208017,206105,217927,188763,218515,247935,209776,238613821,2259910505,6614910814,8544333142,11026504480,1913598734,29638,134358,321391,374058,493965,143628,12827009720,15958347483,738326,714159,265818015,5569452296,5296625418,7965052808,6295351954,3393526989,28796,386128,339078,302882,249817,145785,22160201433,8437670063,1039327,457711
11215840,자양3동,20212,2021,2,2021Q2,② 라이징스타,기존 강세,2850287996,8749538448,282659938,7178821541,22098883413,362542,372696,10431,582589,528670,41160191336,1856928,5792546018,4713605508,7132380918,4902610350,6583041550,7393590328,4642416664,253595,244499,265937,240117,275593,316729,260458,284954607,5246019162,8257314241,9731754565,14720882776,2919265985,41186,176582,387295,442651,611569,197645,17204900081,21883711010,881604,923388,381305554,6991135712,9039660751,9826177021,8807198046,4043134004,50478,485193,432466,372944,293247,170662,29124184344,12036006992,1279741,577187
11215840,자양3동,20213,2021,3,2021Q3,② 라이징스타,기존 강세,3012320249,7121499000,271591886,6272563923,19598049947,386194,345825,9507,527998,522779,36276025005,1792303,4689604470,4698199067,5280333995,5349895578,6926972874,5430114163,3900904858,247288,231079,248019,260544,269203,298330,237840,234306376,3144511099,8655978642,9386369865,12723823626,2131035397,28961,174484,412165,436288,579622,160783,15825835007,18675930116,849884,890975,345653307,6392991902,7793305381,9594686736,7008322866,3366804926,40488,465632,411318,361757,283472,178182,26945005984,9331019021,1256133,536170
11215840,자양3동,20214,2021,4,2021Q4,② 라이징스타,기존 강세,3540809569,8747907162,430479202,10968126238,19292757090,430691,346385,10136,544438,466384,42980079261,1798034,5663916298,5037755420,6138900353,5436400754,9339244140,6369552766,4994309530,243514,226899,243337,243943,290934,306480,242927,249201744,2600389849,10605844602,10901866205,15918340242,2704436619,29682,169874,401844,449148,592839,154647,19422450528,20829987838,821473,918740,530421864,8549210678,10850166311,10032625055,6467970197,3822511901,47159,484027,411012,359657,273791,164563,31616216965,11363862296,1248627,549407
11215840,자양3동,20221,2022,1,2022Q1,② 라이징스타,기존 강세,2803616616,7271649195,252296365,5259229464,17925045784,342182,286021,4611,385281,494402,33511837424,1512497,5757934175,4290556524,4634774811,4574676962,5693804632,4947314288,3612776032,222178,208573,212313,217135,213844,244732,193722,204227768,1988634968,9177129823,8486348323,11738710014,1916786528,22850,161855,356810,376815,472822,121345,16152940672,15472544984,725942,741701,240376163,4908932935,8161983078,8593930538,6040571773,3679691195,28121,331348,366818,314867,262081,164382,24951747104,8560090320,1074043,438454
11215840,자양3동,20222,2022,2,2022Q2,② 라이징스타,기존 강세,3267946718,9665470122,410277340,6470247408,21699866672,391536,354845,8236,548388,484828,41513808260,1787833,7904676112,4940733745,5200223453,5225710367,7182173092,6477963939,4582327552,251654,235415,247928,236065,265368,313908,237495,357696505,2395314893,11616483618,9311685382,14554821053,3277806809,39149,184460,394976,421270,568633,179345,20483189043,18623207995,847721,888490,394368670,5547614618,11483634874,10186744892,7098059280,4395974703,50263,406457,429011,367150,293140,190182,30453516769,11060291491,1236430,551403
11215840,자양3동,20223,2022,3,2022Q3,② 라이징스타,기존 강세,3383331354,9643334283,365762295,6414521200,19742916461,397712,376456,8502,556901,542050,39549865593,1881621,5428247864,5009528048,6231870561,5366728773,7711605652,5750459606,4051425089,264444,246390,251963,261643,295563,311032,250586,399065934,2478620474,11220934324,9134268307,13255010096,3061966458,38754,205026,438243,443031,574827,181740,18799676696,18124697591,886544,937748,351043001,5327449472,10267575007,9966661250,6829589276,4182056264,47939,400536,451158,415218,310607,198829,29747980898,9801884695,1320003,561618
11215840,자양3동,20224,2022,4,2022Q4,② 라이징스타,기존 강세,3406713462,10296625236,285253101,6166187035,19315406520,386931,357375,7702,456607,556115,39470185354,1764730,5069590515,4844446613,6006935915,5564049360,6877605038,6585027170,4522530743,244732,236411,232099,240940,266180,319775,224593,349018256,3797004737,8695467830,9303350210,14363087045,2962257276,31956,183091,406811,432037,555577,155258,17838262939,18690131935,815664,890939,384335826,5804451547,9639160713,10041568456,6559638789,4105156491,48328,379272,412754,387336,289858,189054,28362627441,11107557913,1220362,544368
