행정동,20대매출_2020억,20대매출_2021억,20대매출_2022억,20대매출_2023억,20대매출_2024억,20대비중_2020%,20대비중_2021%,20대비중_2022%,20대비중_2023%,20대비중_2024%,20대성장률_2019v2020%,20대성장률_2020v2021%,20대성장률_2021v2022%,20대성장률_2022v2023%,20대성장률_2023v2024%,z_매출규모_2020,z_매출규모_2021,z_매출규모_2022,z_매출규모_2023,z_매출규모_2024,z_매출비중_2020,z_매출비중_2021,z_매출비중_2022,z_매출비중_2023,z_매출비중_2024,z_성장률_2020v2021,z_성장률_2021v2022,z_성장률_2022v2023,z_성장률_2023v2024
성내1동,117.6,135.4,109.6,102.8,94.3,7.58,7.39,6.47,5.44,5.21,,15.2,-19.0,-6.3,-8.3,-0.291,-0.271,-0.318,-0.315,-0.301,-0.668,-0.597,-0.616,-0.613,-0.531,0.12,-1.157,0.312,0.315
성내2동,210.2,223.5,233.9,225.0,203.8,15.35,12.79,12.89,11.89,9.69,,6.3,4.7,-3.8,-9.4,-0.097,-0.09,-0.069,-0.055,-0.05,0.428,0.251,0.392,0.449,0.259,-0.252,0.627,0.548,0.208
성내3동,228.8,223.2,206.7,199.3,171.8,9.81,7.95,7.12,6.87,6.0,,-2.4,-7.4,-3.6,-13.8,-0.058,-0.091,-0.123,-0.109,-0.123,-0.353,-0.509,-0.514,-0.377,-0.392,-0.616,-0.283,0.567,-0.218
성북동,61.1,84.3,75.4,65.3,64.6,9.5,8.2,7.39,6.21,5.75,,38.0,-10.6,-13.4,-1.1,-0.409,-0.376,-0.386,-0.394,-0.369,-0.397,-0.47,-0.472,-0.486,-0.436,1.074,-0.524,-0.359,1.013
성산1동,116.6,108.1,131.1,148.4,123.7,9.63,8.72,8.53,8.66,9.43,,-7.3,21.3,13.2,-16.6,-0.293,-0.327,-0.275,-0.218,-0.234,-0.379,-0.389,-0.293,-0.083,0.213,-0.821,1.877,2.154,-0.49
성산2동,182.1,140.6,136.0,126.8,113.5,13.43,10.71,10.97,9.52,8.49,,-22.8,-3.2,-6.8,-10.5,-0.156,-0.26,-0.265,-0.263,-0.257,0.157,-0.076,0.09,0.059,0.048,-1.47,0.033,0.265,0.102
성수1가1동,87.8,106.7,98.8,92.4,83.5,10.43,11.46,10.19,11.06,10.18,,21.6,-7.4,-6.5,-9.6,-0.353,-0.33,-0.339,-0.337,-0.326,-0.266,0.042,-0.032,0.313,0.346,0.388,-0.283,0.293,0.189
성수1가2동,226.8,321.6,370.6,334.8,323.9,12.82,14.09,15.69,13.22,12.84,,41.8,15.3,-9.7,-3.3,-0.062,0.112,0.205,0.179,0.226,0.071,0.455,0.831,0.669,0.815,1.233,1.425,-0.009,0.8
성수2가1동,320.4,318.6,723.6,797.7,604.0,14.84,14.4,21.78,23.94,18.77,,-0.6,127.1,10.2,-24.3,0.134,0.106,0.911,1.164,0.869,0.356,0.503,1.787,2.434,1.861,-0.541,2.828,1.87,-1.236
성수2가3동,612.2,639.1,824.4,819.3,850.2,17.09,15.8,17.17,17.36,17.63,,4.4,29.0,-0.6,3.8,0.745,0.764,1.113,1.21,1.434,0.674,0.723,1.063,1.35,1.66,-0.332,2.457,0.85,1.488
성현동,33.1,53.3,39.2,31.4,20.7,10.72,4.9,4.71,7.58,4.93,,61.2,-26.5,-19.8,-34.1,-0.468,-0.44,-0.459,-0.466,-0.47,-0.225,-0.988,-0.893,-0.26,-0.581,2.044,-1.721,-0.963,-2.186
세곡동,72.8,86.3,81.9,79.2,76.0,7.37,7.42,6.48,5.63,5.07,,18.5,-5.1,-3.3,-4.1,-0.385,-0.372,-0.373,-0.365,-0.343,-0.697,-0.593,-0.615,-0.582,-0.556,0.258,-0.11,0.595,0.722
소공동,328.8,423.7,441.1,413.4,357.8,11.2,9.33,9.15,7.55,5.8,,28.9,4.1,-6.3,-13.4,0.151,0.322,0.346,0.346,0.304,-0.157,-0.293,-0.196,-0.265,-0.427,0.693,0.582,0.312,-0.179
송정동,22.5,42.7,38.5,28.6,23.5,11.78,14.11,12.86,10.25,8.1,,90.0,-10.0,-25.5,-17.8,-0.49,-0.462,-0.46,-0.472,-0.464,-0.075,0.458,0.387,0.179,-0.021,3.196,-0.479,-1.502,-0.606
송중동,508.3,502.7,469.0,406.6,364.7,17.38,15.28,15.34,13.34,11.51,,-1.1,-6.7,-13.3,-10.3,0.527,0.484,0.402,0.332,0.32,0.715,0.641,0.776,0.688,0.58,-0.562,-0.231,-0.349,0.121
송천동,136.6,153.8,123.0,102.5,96.4,9.9,9.35,7.35,6.08,5.65,,12.6,-20.0,-16.7,-5.9,-0.251,-0.233,-0.291,-0.315,-0.296,-0.341,-0.29,-0.478,-0.507,-0.454,0.011,-1.232,-0.67,0.548
송파1동,312.9,374.8,376.5,353.1,345.2,13.52,14.21,14.01,13.1,12.64,,19.8,0.5,-6.2,-2.2,0.118,0.221,0.216,0.218,0.275,0.17,0.473,0.567,0.649,0.78,0.312,0.311,0.321,0.907
송파2동,65.3,70.2,69.9,58.3,52.7,7.75,5.75,5.75,5.5,5.1,,7.6,-0.5,-16.6,-9.6,-0.4,-0.405,-0.397,-0.409,-0.397,-0.644,-0.855,-0.729,-0.603,-0.551,-0.198,0.236,-0.661,0.189
수궁동,37.7,45.3,41.0,36.8,29.8,10.01,8.22,7.55,6.7,5.76,,20.2,-9.5,-10.3,-19.1,-0.458,-0.456,-0.455,-0.455,-0.449,-0.325,-0.467,-0.447,-0.405,-0.434,0.329,-0.442,-0.066,-0.732
수색동,7.9,7.4,7.4,6.0,6.5,6.11,4.67,4.02,2.66,2.68,,-6.2,0.0,-18.7,7.8,-0.521,-0.534,-0.522,-0.52,-0.503,-0.875,-1.024,-1.001,-1.071,-0.978,-0.775,0.274,-0.859,1.876
수서동,223.5,190.1,201.4,191.4,155.1,10.52,8.85,8.4,7.96,6.88,,-14.9,5.9,-5.0,-19.0,-0.069,-0.159,-0.134,-0.126,-0.161,-0.253,-0.368,-0.313,-0.198,-0.237,-1.139,0.718,0.435,-0.722
수유1동,95.5,127.6,116.5,105.0,79.2,6.58,6.03,5.33,4.73,3.42,,33.5,-8.7,-9.9,-24.6,-0.337,-0.287,-0.304,-0.31,-0.336,-0.809,-0.811,-0.795,-0.73,-0.847,0.885,-0.381,-0.028,-1.265
수유2동,79.2,74.9,67.1,63.5,50.3,9.99,8.54,7.05,6.5,4.94,,-5.4,-10.4,-5.4,-20.8,-0.371,-0.395,-0.403,-0.398,-0.402,-0.328,-0.417,-0.525,-0.438,-0.579,-0.742,-0.509,0.397,-0.897
수유3동,486.5,663.8,699.6,665.6,555.2,20.86,21.6,20.61,18.53,15.25,,36.4,5.4,-4.9,-16.6,0.482,0.815,0.863,0.883,0.757,1.205,1.634,1.604,1.543,1.24,1.007,0.68,0.444,-0.49
숭인1동,22.5,14.7,13.9,11.8,9.9,14.47,10.08,9.78,8.53,6.59,,-34.9,-5.5,-14.8,-15.9,-0.49,-0.519,-0.509,-0.508,-0.495,0.304,-0.175,-0.097,-0.104,-0.288,-1.976,-0.14,-0.491,-0.422
숭인2동,133.8,138.9,154.1,133.6,112.6,15.68,12.51,13.39,10.69,9.41,,3.8,11.0,-13.3,-15.7,-0.257,-0.264,-0.229,-0.249,-0.259,0.475,0.207,0.47,0.252,0.21,-0.357,1.102,-0.349,-0.402
시흥1동,281.5,253.0,247.0,195.6,166.0,10.18,7.54,7.09,5.37,4.84,,-10.1,-2.4,-20.8,-15.1,0.052,-0.029,-0.043,-0.117,-0.136,-0.301,-0.574,-0.519,-0.624,-0.597,-0.939,0.093,-1.058,-0.344
시흥2동,8.6,7.8,7.2,5.9,6.8,3.92,4.95,4.42,3.28,3.49,,-9.1,-7.5,-17.9,14.8,-0.519,-0.533,-0.523,-0.521,-0.502,-1.184,-0.98,-0.938,-0.969,-0.835,-0.897,-0.291,-0.784,2.555
시흥3동,32.3,32.3,30.0,26.5,21.4,6.8,5.87,5.44,5.54,4.88,,0.1,-7.1,-11.7,-19.2,-0.47,-0.483,-0.477,-0.477,-0.468,-0.778,-0.836,-0.778,-0.596,-0.589,-0.512,-0.261,-0.198,-0.742
시흥4동,35.2,46.5,43.6,35.1,28.9,8.97,8.85,8.29,7.01,5.64,,32.2,-6.1,-19.6,-17.5,-0.463,-0.454,-0.45,-0.459,-0.451,-0.472,-0.368,-0.331,-0.354,-0.455,0.831,-0.186,-0.944,-0.577
시흥5동,80.2,89.5,88.2,77.9,58.9,8.7,8.1,7.31,6.45,5.37,,11.6,-1.4,-11.8,-24.3,-0.369,-0.365,-0.361,-0.368,-0.382,-0.51,-0.486,-0.484,-0.447,-0.503,-0.031,0.168,-0.208,-1.236
신길1동,93.5,122.1,115.6,108.8,95.4,8.37,8.99,8.4,8.23,7.55,,30.5,-5.3,-5.9,-12.3,-0.341,-0.298,-0.306,-0.302,-0.298,-0.556,-0.346,-0.313,-0.153,-0.118,0.76,-0.125,0.35,-0.073
신길3동,48.2,53.1,49.7,40.6,37.7,8.56,6.32,5.84,4.83,4.57,,10.2,-6.4,-18.3,-7.1,-0.436,-0.44,-0.438,-0.447,-0.431,-0.53,-0.765,-0.715,-0.713,-0.644,-0.089,-0.208,-0.822,0.431
신길4동,10.1,20.5,20.6,17.2,18.9,8.53,7.13,6.99,5.94,5.71,,103.1,0.6,-16.5,9.7,-0.516,-0.507,-0.496,-0.497,-0.474,-0.534,-0.638,-0.535,-0.531,-0.443,3.196,0.319,-0.652,2.06
신길5동,13.0,23.2,16.9,16.4,12.6,4.99,5.42,3.66,3.02,2.61,,78.9,-27.1,-3.3,-23.2,-0.51,-0.502,-0.503,-0.498,-0.489,-1.033,-0.907,-1.057,-1.011,-0.99,2.785,-1.766,0.595,-1.13
신길6동,101.2,148.3,132.2,110.8,94.7,9.09,10.67,9.41,7.73,6.91,,46.6,-10.9,-16.2,-14.6,-0.325,-0.245,-0.273,-0.298,-0.3,-0.455,-0.082,-0.155,-0.236,-0.231,1.433,-0.547,-0.623,-0.296
신길7동,47.7,64.5,45.5,36.5,27.4,16.33,14.25,10.95,9.87,7.71,,35.2,-29.6,-19.7,-25.0,-0.437,-0.417,-0.446,-0.456,-0.455,0.566,0.48,0.087,0.117,-0.09,0.957,-1.955,-0.954,-1.304
신내1동,182.8,122.6,115.9,95.3,76.4,8.64,8.59,8.0,6.3,5.25,,-32.9,-5.4,-17.8,-19.8,-0.154,-0.297,-0.305,-0.331,-0.342,-0.518,-0.409,-0.376,-0.471,-0.524,-1.892,-0.133,-0.774,-0.8
신내2동,90.5,75.7,77.5,71.9,66.2,9.9,7.52,6.51,5.91,5.01,,-16.3,2.3,-7.1,-8.0,-0.348,-0.394,-0.382,-0.38,-0.366,-0.341,-0.577,-0.61,-0.535,-0.567,-1.198,0.447,0.236,0.344
신당5동,94.4,97.8,114.8,110.1,103.7,13.02,10.47,10.75,9.79,9.16,,3.6,17.4,-4.1,-5.8,-0.34,-0.348,-0.307,-0.299,-0.279,0.1,-0.114,0.056,0.104,0.166,-0.365,1.583,0.52,0.558
신당동,239.3,247.2,263.2,251.0,273.8,11.54,9.88,9.75,8.69,9.42,,3.3,6.5,-4.7,9.1,-0.036,-0.041,-0.01,0.001,0.111,-0.109,-0.206,-0.101,-0.078,0.212,-0.378,0.763,0.463,2.002
신대방1동,95.3,69.2,72.0,90.1,89.2,15.4,11.46,11.63,13.11,11.83,,-27.3,4.0,25.1,-0.9,-0.338,-0.407,-0.393,-0.342,-0.313,0.435,0.042,0.194,0.65,0.637,-1.658,0.575,3.278,1.033
신대방2동,165.6,190.5,199.6,173.6,151.3,14.88,13.1,12.1,10.57,9.61,,15.1,4.8,-13.0,-12.9,-0.19,-0.158,-0.138,-0.164,-0.17,0.362,0.299,0.268,0.232,0.245,0.116,0.635,-0.321,-0.131
신도림동,130.6,135.0,125.7,109.2,121.9,10.8,10.57,9.45,8.37,9.19,,3.3,-6.9,-13.1,11.7,-0.264,-0.272,-0.286,-0.301,-0.238,-0.214,-0.098,-0.148,-0.13,0.171,-0.378,-0.246,-0.33,2.254
신림동,620.6,767.8,819.0,697.5,562.6,31.2,29.16,27.58,24.23,20.87,,23.7,6.7,-14.8,-19.3,0.762,1.029,1.102,0.951,0.774,2.664,2.821,2.698,2.482,2.232,0.475,0.778,-0.491,-0.751
신사1동,82.8,92.3,88.3,87.6,77.2,10.87,10.55,9.64,8.9,8.24,,11.4,-4.3,-0.8,-11.9,-0.364,-0.36,-0.36,-0.347,-0.34,-0.204,-0.101,-0.119,-0.043,0.003,-0.039,-0.05,0.831,-0.034
신사2동,22.9,35.8,28.2,20.5,19.6,6.26,7.57,6.48,4.5,4.43,,56.6,-21.3,-27.1,-4.5,-0.489,-0.476,-0.481,-0.49,-0.473,-0.854,-0.569,-0.615,-0.768,-0.669,1.852,-1.33,-1.653,0.684
신사동,2840.6,2504.2,2431.4,2087.4,1799.0,25.43,21.4,19.71,17.12,15.28,,-11.8,-2.9,-14.1,-13.8,5.411,4.598,4.329,3.908,3.612,1.85,1.602,1.462,1.311,1.246,-1.01,0.055,-0.425,-0.218
신수동,68.5,51.8,46.1,42.5,36.1,9.61,6.23,6.1,6.18,5.64,,-24.3,-11.1,-7.8,-15.1,-0.394,-0.443,-0.445,-0.443,-0.435,-0.381,-0.78,-0.674,-0.491,-0.455,-1.533,-0.562,0.17,-0.344
신원동,71.3,86.9,79.9,71.6,57.8,12.62,11.51,10.08,8.76,6.98,,21.9,-8.1,-10.4,-19.2,-0.388,-0.371,-0.377,-0.381,-0.385,0.043,0.05,-0.05,-0.066,-0.219,0.4,-0.336,-0.075,-0.742
신월1동,80.5,88.7,80.3,62.6,50.6,8.47,6.75,6.31,4.73,4.04,,10.3,-9.5,-22.0,-19.1,-0.369,-0.367,-0.376,-0.4,-0.401,-0.542,-0.698,-0.641,-0.73,-0.738,-0.085,-0.442,-1.171,-0.732
신월2동,33.8,35.9,29.3,21.4,16.4,5.22,5.2,4.48,3.39,2.68,,6.0,-18.4,-26.8,-23.5,-0.466,-0.476,-0.478,-0.488,-0.48,-1.001,-0.941,-0.929,-0.95,-0.978,-0.265,-1.112,-1.624,-1.159
신월3동,29.9,43.0,34.6,27.5,19.1,11.71,10.16,8.18,6.05,4.53,,43.6,-19.4,-20.7,-30.6,-0.475,-0.461,-0.468,-0.475,-0.474,-0.085,-0.162,-0.348,-0.512,-0.651,1.308,-1.187,-1.048,-1.847
신월4동,44.9,49.5,49.8,44.3,38.2,9.11,7.86,7.18,6.08,5.23,,10.2,0.6,-11.0,-13.8,-0.443,-0.448,-0.437,-0.439,-0.43,-0.452,-0.524,-0.505,-0.507,-0.528,-0.089,0.319,-0.132,-0.218
신월5동,40.7,51.0,46.6,37.6,33.3,12.27,8.63,7.07,5.63,5.26,,25.3,-8.7,-19.3,-11.5,-0.452,-0.445,-0.444,-0.453,-0.441,-0.006,-0.403,-0.522,-0.582,-0.522,0.542,-0.381,-0.916,0.005
신월6동,22.8,35.4,37.2,39.3,31.7,5.68,5.63,5.18,4.9,3.84,,55.0,5.2,5.6,-19.3,-0.489,-0.477,-0.463,-0.45,-0.445,-0.936,-0.874,-0.819,-0.702,-0.773,1.785,0.665,1.436,-0.751
신월7동,55.5,48.7,48.0,38.1,30.5,9.81,7.97,7.35,5.9,4.86,,-12.1,-1.4,-20.6,-20.0,-0.421,-0.449,-0.441,-0.452,-0.447,-0.353,-0.506,-0.478,-0.537,-0.593,-1.022,0.168,-1.039,-0.819
신정1동,90.2,86.5,86.1,83.0,72.9,8.35,6.97,6.5,5.87,5.3,,-4.1,-0.5,-3.5,-12.3,-0.348,-0.372,-0.365,-0.357,-0.35,-0.559,-0.663,-0.612,-0.542,-0.515,-0.688,0.236,0.576,-0.073
신정2동,42.2,56.5,51.6,50.0,50.3,4.8,4.89,4.09,3.68,3.88,,33.8,-8.6,-3.1,0.7,-0.449,-0.433,-0.434,-0.427,-0.402,-1.06,-0.99,-0.99,-0.903,-0.766,0.898,-0.374,0.614,1.188
신정3동,92.7,135.4,133.5,113.0,101.6,9.14,9.68,9.46,7.66,6.48,,46.0,-1.4,-15.4,-10.0,-0.343,-0.271,-0.27,-0.293,-0.284,-0.448,-0.238,-0.147,-0.247,-0.307,1.408,0.168,-0.548,0.15
신정4동,288.7,343.0,326.0,297.2,253.1,10.89,11.19,10.15,8.82,7.66,,18.8,-5.0,-8.9,-14.8,0.067,0.156,0.115,0.099,0.064,-0.201,-0.001,-0.039,-0.056,-0.099,0.27,-0.103,0.066,-0.315
신정6동,25.4,9.2,7.7,5.3,4.5,8.02,2.44,1.99,1.38,1.19,,-63.7,-16.7,-30.3,-15.7,-0.484,-0.53,-0.522,-0.522,-0.507,-0.606,-1.375,-1.32,-1.282,-1.241,-2.58,-0.984,-1.955,-0.402
신정7동,52.3,89.5,86.0,67.0,65.1,6.37,6.92,6.27,4.25,3.84,,71.1,-3.9,-22.2,-2.8,-0.428,-0.365,-0.365,-0.391,-0.368,-0.839,-0.671,-0.648,-0.809,-0.773,2.458,-0.02,-1.19,0.848
신촌동,1604.9,1408.3,1660.8,1720.5,1515.6,40.86,33.21,33.15,32.03,29.39,,-12.2,17.9,3.6,-11.9,2.823,2.346,2.787,3.127,2.962,4.027,3.457,3.572,3.767,3.735,-1.026,1.621,1.247,-0.034
쌍문1동,47.9,56.3,55.2,51.5,43.8,11.24,10.27,10.46,9.88,8.65,,17.7,-2.1,-6.6,-15.0,-0.437,-0.434,-0.427,-0.424,-0.417,-0.152,-0.145,0.01,0.118,0.076,0.224,0.115,0.283,-0.335
쌍문2동,98.2,92.0,86.6,63.9,66.2,10.67,8.4,7.61,5.57,6.17,,-6.3,-5.8,-26.2,3.5,-0.332,-0.36,-0.364,-0.397,-0.366,-0.232,-0.439,-0.437,-0.591,-0.362,-0.78,-0.163,-1.568,1.459
쌍문3동,85.6,107.4,103.0,109.7,84.1,10.51,8.9,7.82,8.27,6.77,,25.4,-4.0,6.5,-23.4,-0.358,-0.329,-0.331,-0.3,-0.324,-0.255,-0.36,-0.404,-0.147,-0.256,0.547,-0.028,1.521,-1.149
쌍문4동,26.4,32.6,27.7,23.3,19.8,6.85,6.58,5.37,4.0,3.46,,23.8,-15.2,-15.6,-15.1,-0.482,-0.482,-0.482,-0.484,-0.472,-0.771,-0.725,-0.789,-0.85,-0.84,0.48,-0.871,-0.567,-0.344
아현동,101.8,110.1,129.9,133.3,106.1,10.3,9.74,9.65,8.42,6.9,,8.2,18.0,2.7,-20.5,-0.324,-0.323,-0.277,-0.25,-0.274,-0.284,-0.228,-0.117,-0.122,-0.233,-0.173,1.629,1.162,-0.868
안암동,402.4,402.4,519.4,514.1,468.8,35.16,32.63,33.69,31.14,29.3,,0.0,29.1,-1.0,-8.8,0.305,0.278,0.502,0.56,0.559,3.223,3.366,3.657,3.62,3.719,-0.516,2.464,0.812,0.267
암사1동,96.3,109.7,91.4,84.8,78.6,7.88,7.96,6.38,5.88,5.32,,13.9,-16.7,-7.2,-7.4,-0.336,-0.324,-0.354,-0.353,-0.337,-0.626,-0.508,-0.63,-0.54,-0.512,0.065,-0.984,0.227,0.402
암사2동,88.7,89.8,88.1,80.6,77.3,11.89,10.15,9.19,8.06,7.93,,1.2,-1.9,-8.4,-4.1,-0.351,-0.365,-0.361,-0.362,-0.34,-0.06,-0.164,-0.189,-0.181,-0.051,-0.466,0.131,0.113,0.722
암사3동,29.2,30.3,24.8,23.3,20.0,5.63,5.49,4.28,3.54,2.68,,3.5,-17.9,-6.0,-14.2,-0.476,-0.487,-0.488,-0.484,-0.472,-0.943,-0.896,-0.96,-0.926,-0.978,-0.37,-1.074,0.34,-0.257
압구정동,1841.0,2360.9,2385.4,2052.7,1827.7,17.93,16.82,16.66,14.34,12.98,,28.2,1.0,-13.9,-11.0,3.318,4.304,4.237,3.834,3.678,0.792,0.883,0.983,0.853,0.84,0.664,0.349,-0.406,0.053
약수동,100.0,105.2,100.8,98.9,85.4,7.4,10.15,10.52,9.58,8.1,,5.3,-4.2,-2.0,-13.6,-0.328,-0.333,-0.335,-0.323,-0.321,-0.693,-0.164,0.02,0.069,-0.021,-0.294,-0.043,0.718,-0.199
양재1동,324.1,375.2,344.4,296.5,259.8,9.27,9.18,7.85,6.0,5.23,,15.8,-8.2,-13.9,-12.4,0.141,0.222,0.152,0.098,0.079,-0.429,-0.316,-0.4,-0.521,-0.528,0.145,-0.344,-0.406,-0.082
양재2동,437.4,430.4,409.5,387.9,324.4,9.68,8.35,7.43,6.95,5.86,,-1.6,-4.8,-5.3,-16.4,0.379,0.335,0.282,0.292,0.227,-0.372,-0.447,-0.466,-0.364,-0.417,-0.583,-0.088,0.406,-0.47
양평1동,91.7,93.3,105.7,95.9,80.8,8.52,9.08,9.66,8.46,6.95,,1.8,13.2,-9.3,-15.7,-0.345,-0.358,-0.326,-0.329,-0.332,-0.535,-0.332,-0.115,-0.115,-0.224,-0.441,1.267,0.028,-0.402
양평2동,128.3,147.0,132.7,123.8,117.6,4.62,5.07,4.53,4.81,6.26,,14.6,-9.7,-6.7,-5.1,-0.269,-0.247,-0.272,-0.27,-0.248,-1.085,-0.962,-0.921,-0.717,-0.346,0.095,-0.457,0.274,0.625
여의동,1069.0,1244.8,1401.3,1305.6,1157.5,11.25,11.19,10.8,9.42,8.26,,16.4,12.6,-6.8,-11.3,1.701,2.009,2.268,2.244,2.14,-0.15,-0.001,0.063,0.043,0.007,0.17,1.222,0.265,0.024
역삼1동,3935.3,4034.8,4217.0,4034.5,3604.9,23.15,20.64,19.96,18.64,17.18,,2.5,4.5,-4.3,-10.6,7.703,7.745,7.903,8.05,7.758,1.528,1.483,1.501,1.561,1.581,-0.411,0.612,0.501,0.092
역삼2동,420.9,455.4,406.9,363.2,305.8,11.98,11.12,10.27,9.04,8.01,,8.2,-10.7,-10.7,-15.8,0.344,0.387,0.277,0.239,0.185,-0.047,-0.012,-0.02,-0.02,-0.037,-0.173,-0.532,-0.104,-0.412
역촌동,158.4,164.7,150.3,136.1,119.5,11.45,10.46,9.74,8.76,7.99,,4.0,-8.8,-9.5,-12.2,-0.206,-0.211,-0.236,-0.244,-0.243,-0.122,-0.115,-0.103,-0.066,-0.041,-0.349,-0.389,0.01,-0.063
연남동,422.0,568.0,598.8,551.9,520.8,35.46,37.64,35.88,36.43,34.84,,34.6,5.4,-7.8,-5.6,0.346,0.618,0.661,0.641,0.678,3.265,4.152,4.001,4.491,4.697,0.931,0.68,0.17,0.577
연희동,287.1,323.6,345.6,318.5,295.5,13.52,13.83,13.86,12.24,11.83,,12.7,6.8,-7.8,-7.2,0.064,0.116,0.155,0.144,0.161,0.17,0.414,0.544,0.507,0.637,0.015,0.785,0.17,0.422
염리동,77.9,86.0,93.9,88.2,78.9,15.14,13.37,12.43,11.15,9.96,,10.4,9.3,-6.2,-10.5,-0.374,-0.373,-0.349,-0.346,-0.336,0.399,0.342,0.319,0.328,0.307,-0.081,0.974,0.321,0.102
염창동,174.9,199.0,180.9,170.2,145.1,8.83,9.46,8.38,7.76,6.31,,13.8,-9.1,-6.0,-14.8,-0.171,-0.14,-0.175,-0.171,-0.184,-0.492,-0.272,-0.316,-0.231,-0.337,0.061,-0.411,0.34,-0.315
영등포동,1727.7,1662.5,1735.4,1572.1,1395.8,18.4,16.98,15.23,14.02,12.43,,-3.8,4.4,-9.4,-11.2,3.081,2.868,2.936,2.811,2.687,0.858,0.908,0.759,0.8,0.743,-0.675,0.605,0.019,0.034
영등포본동,209.4,309.6,288.0,496.8,403.5,19.49,17.14,15.83,19.32,16.08,,47.9,-7.0,72.5,-18.8,-0.099,0.087,0.039,0.524,0.409,1.012,0.934,0.853,1.673,1.387,1.488,-0.253,3.462,-0.703
오금동,145.1,159.4,178.7,166.5,129.6,5.42,5.4,5.71,5.09,4.38,,9.9,12.1,-6.8,-22.2,-0.233,-0.222,-0.179,-0.179,-0.22,-0.973,-0.91,-0.736,-0.67,-0.678,-0.102,1.184,0.265,-1.033
오류1동,192.2,227.6,197.0,184.1,168.1,15.19,16.19,14.16,12.85,11.84,,18.4,-13.4,-6.5,-8.7,-0.135,-0.082,-0.143,-0.142,-0.132,0.406,0.784,0.591,0.608,0.639,0.254,-0.735,0.293,0.276
오류2동,66.2,70.3,60.5,51.2,42.6,8.7,8.28,7.27,5.83,4.82,,6.2,-13.9,-15.4,-16.8,-0.399,-0.405,-0.416,-0.424,-0.42,-0.51,-0.458,-0.491,-0.549,-0.6,-0.257,-0.773,-0.548,-0.509
오륜동,14.4,15.0,24.7,27.7,24.2,11.27,8.55,11.32,11.73,10.63,,4.3,64.3,12.2,-12.6,-0.507,-0.519,-0.488,-0.474,-0.462,-0.147,-0.415,0.145,0.423,0.425,-0.336,2.828,2.059,-0.102
옥수동,66.9,37.1,33.3,23.7,22.3,10.66,9.91,7.99,5.59,4.98,,-44.6,-10.4,-28.8,-5.9,-0.397,-0.473,-0.47,-0.483,-0.466,-0.233,-0.202,-0.378,-0.588,-0.572,-2.382,-0.509,-1.813,0.548
왕십리2동,67.7,53.4,52.7,52.0,48.1,19.49,12.22,11.31,10.28,9.16,,-21.0,-1.3,-1.5,-7.4,-0.395,-0.44,-0.432,-0.423,-0.407,1.012,0.161,0.144,0.184,0.166,-1.395,0.176,0.765,0.402
왕십리도선동,194.2,187.3,204.9,186.7,191.9,17.64,13.48,13.23,11.01,11.57,,-3.6,9.4,-8.9,2.8,-0.131,-0.164,-0.127,-0.136,-0.077,0.751,0.359,0.445,0.305,0.591,-0.667,0.981,0.066,1.391
용강동,130.9,167.0,161.0,146.5,126.9,6.2,5.75,5.19,4.39,3.57,,27.6,-3.6,-9.0,-13.3,-0.263,-0.206,-0.215,-0.222,-0.226,-0.863,-0.855,-0.817,-0.786,-0.821,0.639,0.003,0.057,-0.17
용답동,189.3,147.8,147.0,132.7,119.3,15.96,13.12,11.54,9.98,8.84,,-21.9,-0.6,-9.7,-10.1,-0.141,-0.246,-0.243,-0.251,-0.244,0.514,0.302,0.18,0.135,0.109,-1.432,0.228,-0.009,0.141
용문동,36.5,56.3,56.9,50.6,44.5,5.61,5.74,5.38,4.68,3.89,,54.1,1.1,-11.1,-12.0,-0.461,-0.434,-0.423,-0.426,-0.415,-0.946,-0.856,-0.787,-0.738,-0.764,1.747,0.356,-0.142,-0.044
용산2가동,89.3,125.4,123.6,109.4,129.9,22.43,23.39,23.41,20.87,23.55,,40.4,-1.5,-11.5,18.7,-0.35,-0.292,-0.29,-0.301,-0.219,1.427,1.915,2.043,1.928,2.705,1.174,0.161,-0.179,2.933
용신동,272.1,288.4,267.3,229.1,208.7,8.43,7.72,6.87,5.51,4.6,,6.0,-7.3,-14.3,-8.9,0.033,0.043,-0.002,-0.046,-0.038,-0.548,-0.546,-0.553,-0.601,-0.639,-0.265,-0.276,-0.444,0.257
우이동,57.2,90.2,78.7,70.4,59.4,7.81,8.25,6.71,5.71,4.77,,57.5,-12.7,-10.6,-15.6,-0.417,-0.364,-0.38,-0.383,-0.381,-0.635,-0.462,-0.579,-0.568,-0.609,1.889,-0.682,-0.094,-0.393
우장산동,114.5,92.3,83.9,70.4,64.0,11.79,8.61,7.31,5.84,5.31,,-19.4,-9.1,-16.1,-9.1,-0.297,-0.36,-0.369,-0.383,-0.371,-0.074,-0.406,-0.484,-0.547,-0.514,-1.328,-0.411,-0.614,0.238
원효로1동,535.1,394.6,325.8,276.3,294.0,7.25,5.71,5.42,5.26,6.29,,-26.3,-17.4,-15.2,6.4,0.583,0.262,0.115,0.055,0.157,-0.714,-0.861,-0.781,-0.643,-0.341,-1.616,-1.036,-0.529,1.74
