도착_행정동코드,연도,분기,연도분기,연령대,HE_이동인구,WE_이동인구,EE_이동인구,합계_이동인구
1111078,2021,1,2021Q1,80,7968.78,501.01,3905.91,12375.699999999999
1111078,2021,2,2021Q2,0,20908.26,1110.6200000000001,15478.26,37497.14
1111078,2021,2,2021Q2,10,31106.34,2554.95,20016.64,53677.93
1111078,2021,2,2021Q2,20,12381.2,883.37,10199.5,23464.07
1111078,2021,2,2021Q2,30,20794.72,1958.05,14037.23,36790.0
1111078,2021,2,2021Q2,40,60304.659999999996,7741.62,35727.79,103774.07
1111078,2021,2,2021Q2,50,48516.06,8571.9,33925.38,91013.34
1111078,2021,2,2021Q2,60,35540.75,5191.71,21845.98,62578.44
1111078,2021,2,2021Q2,70,18773.64,2014.0,10224.78,31012.42
1111078,2021,2,2021Q2,80,11245.41,760.24,5143.2,17148.85
1111078,2021,3,2021Q3,0,15894.1,663.85,12540.38,29098.33
1111078,2021,3,2021Q3,10,28593.3,2075.29,18222.170000000002,48890.76
1111078,2021,3,2021Q3,20,10538.13,808.45,9003.86,20350.440000000002
1111078,2021,3,2021Q3,30,17824.18,1647.24,11645.279999999999,31116.7
1111078,2021,3,2021Q3,40,49189.76,6150.37,29776.23,85116.36
1111078,2021,3,2021Q3,50,42473.47,7153.49,27974.13,77601.09
1111078,2021,3,2021Q3,60,31215.13,4542.68,19871.38,55629.19
1111078,2021,3,2021Q3,70,15316.17,1697.91,8634.75,25648.83
1111078,2021,3,2021Q3,80,8018.11,685.53,4248.42,12952.06
1111078,2021,4,2021Q4,0,18500.25,745.05,16107.06,35352.36
1111078,2021,4,2021Q4,10,37021.95,2787.35,21932.28,61741.579999999994
1111078,2021,4,2021Q4,20,12862.51,820.94,10155.31,23838.760000000002
1111078,2021,4,2021Q4,30,21188.86,1910.39,13977.69,37076.94
1111078,2021,4,2021Q4,40,58268.34,7850.5599999999995,35762.43,101881.32999999999
1111078,2021,4,2021Q4,50,49228.95,8595.67,34815.87,92640.48999999999
1111078,2021,4,2021Q4,60,36364.58,5291.56,23309.55,64965.69
1111078,2021,4,2021Q4,70,18064.81,1601.68,9673.84,29340.33
1111078,2021,4,2021Q4,80,9422.0,820.97,5588.51,15831.48
1111078,2022,1,2022Q1,0,18730.13,480.96,17166.61,36377.7
1111078,2022,1,2022Q1,10,32089.88,2078.7,19037.03,53205.61
1111078,2022,1,2022Q1,20,11691.16,535.09,8851.76,21078.010000000002
1111078,2022,1,2022Q1,30,19729.05,1428.74,12532.43,33690.22
1111078,2022,1,2022Q1,40,52024.91,5585.16,30023.76,87633.83
1111078,2022,1,2022Q1,50,44296.5,7016.98,29183.89,80497.37
1111078,2022,1,2022Q1,60,33245.02,4618.21,20178.94,58042.17
1111078,2022,1,2022Q1,70,17132.97,1477.27,9091.93,27702.170000000002
1111078,2022,1,2022Q1,80,9062.07,608.03,4866.56,14536.66
1111078,2022,2,2022Q2,0,31369.79,1837.73,25211.760000000002,58419.280000000006
1111078,2022,2,2022Q2,10,39490.62,4014.41,24745.75,68250.78
1111078,2022,2,2022Q2,20,14022.58,964.36,13211.33,28198.27
1111078,2022,2,2022Q2,30,24542.27,1966.6699999999998,17967.56,44476.5
1111078,2022,2,2022Q2,40,64484.8,7870.86,41282.97,113638.63
1111078,2022,2,2022Q2,50,53200.14,10220.14,39256.979999999996,102677.26
1111078,2022,2,2022Q2,60,41263.54,6455.98,28130.57,75850.09
1111078,2022,2,2022Q2,70,21486.97,1885.23,12550.91,35923.11
1111078,2022,2,2022Q2,80,13172.09,791.31,6831.25,20794.65
1111078,2022,3,2022Q3,0,29565.29,1379.21,26481.44,57425.94
1111078,2022,3,2022Q3,10,39848.82,3840.5299999999997,26841.96,70531.31
1111078,2022,3,2022Q3,20,13745.06,838.1899999999999,12638.54,27221.79
1111078,2022,3,2022Q3,30,24469.4,2053.37,17462.41,43985.18
1111078,2022,3,2022Q3,40,60630.06,7825.41,40590.81,109046.28
1111078,2022,3,2022Q3,50,52544.08,9780.09,37759.63,100083.79999999999
1111078,2022,3,2022Q3,60,40219.92,6349.03,27574.28,74143.23
1111078,2022,3,2022Q3,70,21344.68,2110.11,12644.51,36099.3
1111078,2022,3,2022Q3,80,11475.47,867.78,6367.12,18710.37
1111078,2022,4,2022Q4,0,35219.55,1901.5,27662.56,64783.61
1111078,2022,4,2022Q4,10,45052.09,4314.3,28807.32,78173.70999999999
1111078,2022,4,2022Q4,20,14623.78,1055.16,13436.56,29115.5
1111078,2022,4,2022Q4,30,27953.35,2200.91,19024.19,49178.45
1111078,2022,4,2022Q4,40,65472.85,8916.42,42727.04,117116.31
1111078,2022,4,2022Q4,50,57136.76,10702.13,41022.9,108861.79000000001
1111078,2022,4,2022Q4,60,45709.17,7571.2699999999995,30295.61,83576.04999999999
1111078,2022,4,2022Q4,70,23226.96,2166.4,13465.6,38858.96
1111078,2022,4,2022Q4,80,12670.859999999999,847.43,7130.52,20648.809999999998
1111078,2023,1,2023Q1,0,33043.47,1275.35,24933.34,59252.16
1111078,2023,1,2023Q1,10,40338.7,3608.47,27405.8,71352.97
1111078,2023,1,2023Q1,20,12109.44,857.25,11427.66,24394.35
1111078,2023,1,2023Q1,30,22839.84,1718.58,16518.3,41076.72
1111078,2023,1,2023Q1,40,55587.44,7670.68,37161.8,100419.92000000001
1111078,2023,1,2023Q1,50,49740.83,8790.11,36002.71,94533.65
1111078,2023,1,2023Q1,60,41615.68,6732.22,26493.739999999998,74841.64
1111078,2023,1,2023Q1,70,22517.16,1954.24,11931.82,36403.22
1111078,2023,1,2023Q1,80,12362.3,752.15,6063.95,19178.399999999998
1111078,2023,2,2023Q2,0,34238.31,2178.44,25758.12,62174.869999999995
1111078,2023,2,2023Q2,10,37969.37,4262.75,25987.78,68219.9
1111078,2023,2,2023Q2,20,13299.869999999999,1159.25,12426.22,26885.339999999997
1111078,2023,2,2023Q2,30,23961.96,1913.0,17026.9,42901.86
1111078,2023,2,2023Q2,40,55610.76,7888.36,38480.01,101979.13
1111078,2023,2,2023Q2,50,53180.75,9695.48,37891.49,100767.72
1111078,2023,2,2023Q2,60,45857.31,7486.74,30822.81,84166.86
1111078,2023,2,2023Q2,70,24576.62,2409.55,14884.06,41870.229999999996
1111078,2023,2,2023Q2,80,14272.44,1032.82,7916.39,23221.65
1111078,2023,3,2023Q3,0,23851.23,1853.33,18635.59,44340.149999999994
1111078,2023,3,2023Q3,10,28800.989999999998,3291.9,21896.9,53989.79
1111078,2023,3,2023Q3,20,9394.17,864.08,9547.6,19805.85
1111078,2023,3,2023Q3,30,18569.27,1717.76,14103.82,34390.85
1111078,2023,3,2023Q3,40,45210.86,6678.94,31390.42,83280.22
1111078,2023,3,2023Q3,50,44330.63,8481.539999999999,33424.08,86236.25
1111078,2023,3,2023Q3,60,40577.21,6610.3099999999995,26965.57,74153.09
1111078,2023,3,2023Q3,70,19744.94,2272.85,12964.9,34982.689999999995
1111078,2023,3,2023Q3,80,10945.07,751.99,7792.97,19490.03
1111078,2023,4,2023Q4,0,17184.0,1335.86,15616.61,34136.47
1111078,2023,4,2023Q4,10,21679.59,2647.74,19395.36,43722.69
1111078,2023,4,2023Q4,20,6867.08,780.06,8789.46,16436.6
1111078,2023,4,2023Q4,30,14346.31,1375.8,13196.73,28918.839999999997
1111078,2023,4,2023Q4,40,39190.19,6517.87,30029.62,75737.68000000001
1111078,2023,4,2023Q4,50,38688.1,8073.099999999999,32632.02,79393.22
1111078,2023,4,2023Q4,60,35895.61,6558.79,26391.46,68845.86
1111078,2023,4,2023Q4,70,17958.63,2041.23,12956.18,32956.04
1111078,2023,4,2023Q4,80,9945.67,529.6,7321.55,17796.82
1111078,2024,1,2024Q1,0,15262.54,1194.96,16694.28,33151.78
1111078,2024,1,2024Q1,10,21397.36,2178.48,19934.47,43510.31
1111078,2024,1,2024Q1,20,6312.81,591.93,7469.18,14373.920000000002
1111078,2024,1,2024Q1,30,13025.61,1277.21,11866.82,26169.64
1111078,2024,1,2024Q1,40,35419.62,5290.96,27734.68,68445.26000000001
1111078,2024,1,2024Q1,50,35559.95,7288.75,29553.5,72402.2
1111078,2024,1,2024Q1,60,33124.1,5938.79,24617.97,63680.86
1111078,2024,1,2024Q1,70,17863.81,1791.79,12658.25,32313.850000000002
1111078,2024,1,2024Q1,80,10105.85,596.31,7260.32,17962.48
1111078,2024,2,2024Q2,0,13857.34,1342.53,17927.01,33126.88
1111078,2024,2,2024Q2,10,18060.13,2497.2400000000002,17456.19,38013.56
1111078,2024,2,2024Q2,20,6437.78,587.09,8012.62,15037.49
1111078,2024,2,2024Q2,30,12790.45,1297.62,11803.49,25891.559999999998
1111078,2024,2,2024Q2,40,30542.56,4680.87,25255.63,60479.06
1111078,2024,2,2024Q2,50,33055.75,6936.22,27114.0,67105.97
1111078,2024,2,2024Q2,60,32931.87,6070.56,24384.43,63386.86
1111078,2024,2,2024Q2,70,18465.16,1896.49,13127.95,33489.600000000006
1111078,2024,2,2024Q2,80,10385.42,728.43,7264.08,18377.93
1111078,2024,3,2024Q3,0,13451.78,1218.81,13770.24,28440.83
1111078,2024,3,2024Q3,10,17826.65,2354.74,17125.86,37307.25
1111078,2024,3,2024Q3,20,5872.16,623.02,6927.07,13422.25
1111078,2024,3,2024Q3,30,12508.83,1284.86,10948.65,24742.34
1111078,2024,3,2024Q3,40,30322.63,4438.78,24651.19,59412.600000000006
1111078,2024,3,2024Q3,50,32731.489999999998,6529.82,26070.739999999998,65332.049999999996
1111078,2024,3,2024Q3,60,31410.38,5969.66,23401.84,60781.880000000005
1111078,2024,3,2024Q3,70,17044.35,2060.84,11111.91,30217.1
1111078,2024,3,2024Q3,80,8708.26,663.74,6325.77,15697.77
1111078,2024,4,2024Q4,0,13346.79,1082.04,12563.94,26992.770000000004
1111078,2024,4,2024Q4,10,20791.079999999998,2753.33,17360.23,40904.64
1111078,2024,4,2024Q4,20,6123.49,647.95,7280.27,14051.71
1111078,2024,4,2024Q4,30,14238.86,1622.81,12658.07,28519.739999999998
1111078,2024,4,2024Q4,40,34239.22,4929.96,26494.89,65664.07
1111078,2024,4,2024Q4,50,37016.0,7344.63,29513.489999999998,73874.12
1111078,2024,4,2024Q4,60,35915.49,6725.05,26071.27,68711.81
1111078,2024,4,2024Q4,70,20512.07,2425.71,12817.25,35755.03
1111078,2024,4,2024Q4,80,12023.25,432.93,7582.94,20039.12
1111079,2020,1,2020Q1,0,18513.3,1312.1100000000001,17635.42,37460.83
1111079,2020,1,2020Q1,10,28270.98,2790.08,25140.8,56201.86
1111079,2020,1,2020Q1,20,27341.79,3463.76,28873.68,59679.23
1111079,2020,1,2020Q1,30,32149.69,4512.24,25387.99,62049.92
1111079,2020,1,2020Q1,40,62267.22,14775.7,48681.03,125723.95
1111079,2020,1,2020Q1,50,62215.02,17849.46,54843.02,134907.5
1111079,2020,1,2020Q1,60,43862.77,9746.18,34319.83,87928.78
1111079,2020,1,2020Q1,70,23145.81,3014.31,13081.0,39241.12
1111079,2020,1,2020Q1,80,9788.31,1116.82,6195.62,17100.75
1111079,2020,2,2020Q2,0,19861.829999999998,670.76,15424.23,35956.81999999999
1111079,2020,2,2020Q2,10,29438.51,3198.65,22391.56,55028.72
1111079,2020,2,2020Q2,20,31693.76,3822.66,31019.06,66535.48
1111079,2020,2,2020Q2,30,33837.49,4931.53,25511.53,64280.549999999996
1111079,2020,2,2020Q2,40,64285.84,15265.17,47821.26,127372.26999999999
1111079,2020,2,2020Q2,50,65234.58,18803.79,56120.03,140158.4
1111079,2020,2,2020Q2,60,48270.09,10823.46,38337.11,97430.66
1111079,2020,2,2020Q2,70,24387.24,3230.75,14977.82,42595.81
1111079,2020,2,2020Q2,80,9804.69,1352.44,6656.09,17813.22
1111079,2020,3,2020Q3,0,19051.9,1284.3,15255.08,35591.28
1111079,2020,3,2020Q3,10,25128.37,2718.65,19661.78,47508.8
1111079,2020,3,2020Q3,20,29149.67,3348.96,27471.32,59969.95
1111079,2020,3,2020Q3,30,32649.05,4488.53,22158.84,59296.42
1111079,2020,3,2020Q3,40,61872.78,14704.94,43509.91,120087.63
1111079,2020,3,2020Q3,50,65524.53,18014.05,52306.63,135845.21
1111079,2020,3,2020Q3,60,49796.229999999996,10813.2,36405.409999999996,97014.84
1111079,2020,3,2020Q3,70,24780.97,3312.02,13666.9,41759.89
1111079,2020,3,2020Q3,80,10198.18,1566.2,6375.98,18140.36
1111079,2020,4,2020Q4,0,16160.51,758.55,15481.27,32400.33
1111079,2020,4,2020Q4,10,24271.11,2555.55,18931.39,45758.05
1111079,2020,4,2020Q4,20,25703.73,2890.33,25102.52,53696.58
1111079,2020,4,2020Q4,30,31146.05,3509.69,20939.1,55594.84
1111079,2020,4,2020Q4,40,59293.659999999996,12513.38,40938.42,112745.45999999999
1111079,2020,4,2020Q4,50,60968.979999999996,15178.82,49712.96,125860.75999999998
1111079,2020,4,2020Q4,60,47984.8,10039.92,35038.01,93062.73000000001
1111079,2020,4,2020Q4,70,25755.96,3077.93,13777.57,42611.46
1111079,2020,4,2020Q4,80,9602.87,1236.09,5620.12,16459.08
1111079,2021,1,2021Q1,0,18345.69,738.03,15656.220000000001,34739.94
1111079,2021,1,2021Q1,10,23900.82,2126.21,18233.92,44260.95
1111079,2021,1,2021Q1,20,26852.44,2497.22,23180.51,52530.17
1111079,2021,1,2021Q1,30,32173.99,3276.71,19848.1,55298.8
1111079,2021,1,2021Q1,40,59105.39,11343.89,38789.22,109238.5
1111079,2021,1,2021Q1,50,61822.21,14369.7,45314.72,121506.63
1111079,2021,1,2021Q1,60,48316.75,9025.97,33230.48,90573.20000000001
1111079,2021,1,2021Q1,70,25576.28,2595.14,13347.41,41518.83
1111079,2021,1,2021Q1,80,9303.83,1341.99,6075.2699999999995,16721.09
1111079,2021,2,2021Q2,0,23547.06,1848.77,20372.13,45767.96000000001
1111079,2021,2,2021Q2,10,27360.87,3467.72,20322.87,51151.46
1111079,2021,2,2021Q2,20,33113.5,3923.6,30223.39,67260.48999999999
1111079,2021,2,2021Q2,30,36750.24,4596.3099999999995,26401.35,67747.9
1111079,2021,2,2021Q2,40,65233.78,13782.76,46030.53,125047.06999999999
1111079,2021,2,2021Q2,50,69140.73,18205.66,55620.65,142967.04
1111079,2021,2,2021Q2,60,56963.869999999995,12119.76,42115.51,111199.13999999998
1111079,2021,2,2021Q2,70,30723.079999999998,3576.11,16627.15,50926.34
1111079,2021,2,2021Q2,80,14280.4,1991.94,7967.26,24239.6
1111079,2021,3,2021Q3,0,14884.26,1229.2,13211.51,29324.97
1111079,2021,3,2021Q3,10,22216.88,2355.92,16271.119999999999,40843.92
1111079,2021,3,2021Q3,20,29407.260000000002,3088.85,23340.41,55836.520000000004
1111079,2021,3,2021Q3,30,29804.07,3758.37,19052.51,52614.95
1111079,2021,3,2021Q3,40,49273.57,10473.93,34435.12,94182.62
1111079,2021,3,2021Q3,50,56559.14,14400.42,42246.39,113205.95
1111079,2021,3,2021Q3,60,48306.44,10135.119999999999,35470.409999999996,93911.97
1111079,2021,3,2021Q3,70,27350.38,3076.64,13917.3,44344.32
1111079,2021,3,2021Q3,80,12551.87,1755.6699999999998,6213.23,20520.77
1111079,2021,4,2021Q4,0,17642.239999999998,1062.67,17140.98,35845.89
1111079,2021,4,2021Q4,10,25755.16,3041.28,19319.63,48116.07
1111079,2021,4,2021Q4,20,32391.44,4184.97,30409.48,66985.89
1111079,2021,4,2021Q4,30,31970.29,4236.9,22712.11,58919.3
1111079,2021,4,2021Q4,40,53089.5,12485.51,39371.72,104946.73
1111079,2021,4,2021Q4,50,59918.56,16965.27,49837.44,126721.27
1111079,2021,4,2021Q4,60,52685.45,11724.26,39998.91,104408.62
1111079,2021,4,2021Q4,70,29548.64,3434.96,16031.47,49015.07
1111079,2021,4,2021Q4,80,13792.92,1452.51,7361.11,22606.54
1111079,2022,1,2022Q1,0,16956.22,588.02,14595.27,32139.510000000002
1111079,2022,1,2022Q1,10,23915.47,2504.6,19200.1,45620.17
1111079,2022,1,2022Q1,20,27557.76,2773.27,25335.44,55666.47
1111079,2022,1,2022Q1,30,29053.1,3044.02,19324.15,51421.270000000004
1111079,2022,1,2022Q1,40,47743.01,9652.64,34087.7,91483.35
1111079,2022,1,2022Q1,50,55765.0,13695.89,44113.85,113574.73999999999
1111079,2022,1,2022Q1,60,48417.57,9899.29,35458.14,93775.0
1111079,2022,1,2022Q1,70,27546.03,2711.84,13464.75,43722.619999999995
1111079,2022,1,2022Q1,80,13407.86,1282.02,6969.96,21659.84
1111079,2022,2,2022Q2,0,24413.83,1761.76,25222.53,51398.119999999995
1111079,2022,2,2022Q2,10,31497.66,4732.35,26166.97,62396.98
1111079,2022,2,2022Q2,20,35532.13,4758.0599999999995,38692.45,78982.63999999998
1111079,2022,2,2022Q2,30,38222.4,4576.12,30929.59,73728.11
1111079,2022,2,2022Q2,40,58056.94,13078.52,48045.62,119181.08000000002
1111079,2022,2,2022Q2,50,66279.28,18709.86,59819.71,144808.85
1111079,2022,2,2022Q2,60,61967.95,14313.33,52500.159999999996,128781.44
1111079,2022,2,2022Q2,70,37958.56,4007.67,22206.04,64172.27
1111079,2022,2,2022Q2,80,20505.6,1916.87,10669.38,33091.85
1111079,2022,3,2022Q3,0,24613.45,1498.46,24668.5,50780.41
1111079,2022,3,2022Q3,10,30079.95,4192.17,25679.2,59951.32000000001
1111079,2022,3,2022Q3,20,32418.37,4977.85,34390.62,71786.84
1111079,2022,3,2022Q3,30,37250.26,4667.13,27989.43,69906.82
1111079,2022,3,2022Q3,40,56534.87,13279.4,46280.53,116094.8
1111079,2022,3,2022Q3,50,62892.38,17948.79,53857.32,134698.49
1111079,2022,3,2022Q3,60,58480.42,13620.1,46687.99,118788.51000000001
1111079,2022,3,2022Q3,70,34774.88,4179.57,20043.08,58997.53
1111079,2022,3,2022Q3,80,19011.49,1624.15,10037.17,30672.810000000005
1111079,2022,4,2022Q4,0,26058.86,1959.01,23189.75,51207.619999999995
1111079,2022,4,2022Q4,10,30451.52,4797.12,26317.16,61565.8
1111079,2022,4,2022Q4,20,34405.88,5293.13,36973.57,76672.57999999999
1111079,2022,4,2022Q4,30,37342.73,4700.96,29153.26,71196.95
1111079,2022,4,2022Q4,40,57135.97,13100.630000000001,45895.72,116132.32
1111079,2022,4,2022Q4,50,62953.09,17854.87,56275.41,137083.37
1111079,2022,4,2022Q4,60,61045.84,14278.97,49253.51,124578.32
1111079,2022,4,2022Q4,70,36528.23,4204.38,20821.11,61553.72
1111079,2022,4,2022Q4,80,20598.32,2079.5299999999997,10834.89,33512.74
1111079,2023,1,2023Q1,0,22107.86,1768.14,23163.04,47039.04
1111079,2023,1,2023Q1,10,30150.46,4001.6800000000003,28114.92,62267.06
1111079,2023,1,2023Q1,20,30428.47,4832.48,33056.71,68317.66
1111079,2023,1,2023Q1,30,35819.21,4481.39,26018.6,66319.2
1111079,2023,1,2023Q1,40,54093.52,12442.6,43445.11,109981.23
1111079,2023,1,2023Q1,50,60269.95,16766.57,51109.84,128146.35999999999
1111079,2023,1,2023Q1,60,57563.45,13219.95,44180.29,114963.69
1111079,2023,1,2023Q1,70,33397.97,3755.66,18448.26,55601.89
1111079,2023,1,2023Q1,80,19666.81,1679.1799999999998,10220.72,31566.71
1111079,2023,2,2023Q2,0,27799.89,2599.16,27420.58,57819.630000000005
1111079,2023,2,2023Q2,10,31607.7,5592.83,27908.65,65109.18
1111079,2023,2,2023Q2,20,35142.409999999996,6044.89,41404.729999999996,82592.03
1111079,2023,2,2023Q2,30,40880.1,5325.07,31443.79,77648.95999999999
1111079,2023,2,2023Q2,40,58858.25,13523.13,50137.62,122519.0
1111079,2023,2,2023Q2,50,65991.25,18225.01,61975.32,146191.58
1111079,2023,2,2023Q2,60,65771.88,14683.869999999999,57810.94,138266.69
1111079,2023,2,2023Q2,70,40431.51,4995.29,25662.89,71089.69
1111079,2023,2,2023Q2,80,24629.03,2176.53,14203.11,41008.67
1111079,2023,3,2023Q3,0,26882.829999999998,1694.11,24532.46,53109.399999999994
1111079,2023,3,2023Q3,10,30841.57,4663.38,26096.81,61601.759999999995
1111079,2023,3,2023Q3,20,32913.97,5055.99,34664.54,72634.5
1111079,2023,3,2023Q3,30,39511.26,4901.52,28780.53,73193.31
1111079,2023,3,2023Q3,40,58762.32,13326.96,46313.4,118402.68
1111079,2023,3,2023Q3,50,64305.6,17544.38,55671.13,137521.11
1111079,2023,3,2023Q3,60,64508.12,14617.75,50699.9,129825.76999999999
1111079,2023,3,2023Q3,70,39430.5,5646.58,22922.25,67999.33
1111079,2023,3,2023Q3,80,23353.02,2801.7799999999997,12599.27,38754.07
1111079,2023,4,2023Q4,0,24181.01,1599.21,23778.71,49558.92999999999
1111079,2023,4,2023Q4,10,29383.3,4769.98,25343.94,59497.22
1111079,2023,4,2023Q4,20,31801.67,5234.07,35404.45,72440.19
1111079,2023,4,2023Q4,30,36810.06,4605.95,27510.9,68926.91
1111079,2023,4,2023Q4,40,55805.4,12568.58,45331.85,113705.82999999999
1111079,2023,4,2023Q4,50,60885.44,16872.01,55007.44,132764.89
1111079,2023,4,2023Q4,60,63779.53,14079.99,51679.37,129538.89000000001
1111079,2023,4,2023Q4,70,38244.79,4607.07,22684.260000000002,65536.12
1111079,2023,4,2023Q4,80,22353.21,2112.99,13049.51,37515.71
1111079,2024,1,2024Q1,0,25382.4,1903.0800000000002,25533.64,52819.12
1111079,2024,1,2024Q1,10,29889.98,4094.73,28967.98,62952.69
1111079,2024,1,2024Q1,20,30046.03,4552.37,32972.51,67570.91
1111079,2024,1,2024Q1,30,37331.24,4419.6,28111.86,69862.7
1111079,2024,1,2024Q1,40,55795.91,11708.27,44741.25,112245.43000000001
1111079,2024,1,2024Q1,50,61810.67,16092.02,52257.47,130160.16
1111079,2024,1,2024Q1,60,62948.73,13751.44,48057.729999999996,124757.9
1111079,2024,1,2024Q1,70,41096.950000000004,4601.9,22901.03,68599.88
1111079,2024,1,2024Q1,80,23545.17,1930.85,13126.08,38602.1
1111079,2024,2,2024Q2,0,29236.3,2086.04,27093.42,58415.759999999995
1111079,2024,2,2024Q2,10,32731.62,5414.41,28318.89,66464.92
1111079,2024,2,2024Q2,20,34595.97,5714.7,40045.96,80356.63
1111079,2024,2,2024Q2,30,44394.28,5964.65,34315.95,84674.88
1111079,2024,2,2024Q2,40,61777.27,13571.3,49513.04,124861.60999999999
1111079,2024,2,2024Q2,50,70558.86,18599.46,61440.01,150598.33000000002
1111079,2024,2,2024Q2,60,72434.53,15986.0,61721.659999999996,150142.19
1111079,2024,2,2024Q2,70,47658.42,6024.11,28709.66,82392.19
1111079,2024,2,2024Q2,80,29646.6,2425.64,15832.56,47904.799999999996
1111079,2024,3,2024Q3,0,21608.58,1014.33,20221.62,42844.53
1111079,2024,3,2024Q3,10,26202.54,3884.35,24579.36,54666.25
1111079,2024,3,2024Q3,20,26142.78,4096.59,30219.76,60459.13
1111079,2024,3,2024Q3,30,34684.55,4322.49,25751.65,64758.69
1111079,2024,3,2024Q3,40,51620.08,11500.27,40723.62,103843.97
1111079,2024,3,2024Q3,50,59673.17,15519.119999999999,49295.34,124487.62999999999
1111079,2024,3,2024Q3,60,62896.0,14049.99,48294.01,125240.0
1111079,2024,3,2024Q3,70,41820.21,5031.78,22834.85,69686.84
1111079,2024,3,2024Q3,80,25592.31,3025.81,13310.98,41929.100000000006
1111079,2024,4,2024Q4,0,17942.52,1473.38,18373.7,37789.600000000006
1111079,2024,4,2024Q4,10,24252.41,3821.5,22083.69,50157.6
1111079,2024,4,2024Q4,20,27083.75,4529.2699999999995,30117.239999999998,61730.259999999995
1111079,2024,4,2024Q4,30,33566.71,4371.48,25801.4,63739.590000000004
1111079,2024,4,2024Q4,40,50046.13,10945.08,40565.05,101556.26000000001
1111079,2024,4,2024Q4,50,57324.46,15730.439999999999,51510.659999999996,124565.56
1111079,2024,4,2024Q4,60,63678.11,14241.0,50188.31,128107.42
1111079,2024,4,2024Q4,70,42022.340000000004,4709.15,23301.09,70032.58
1111079,2024,4,2024Q4,80,24401.42,2093.42,12874.55,39369.39
1112051,2020,1,2020Q1,0,8662.83,524.92,9234.59,18422.34
1112051,2020,1,2020Q1,10,16341.24,1618.21,14432.6,32392.050000000003
1112051,2020,1,2020Q1,20,8546.869999999999,1014.54,11370.13,20931.54
1112051,2020,1,2020Q1,30,16014.16,2553.76,15088.94,33656.86
1112051,2020,1,2020Q1,40,34031.81,8396.94,29548.12,71976.87
1112051,2020,1,2020Q1,50,42831.67,11406.09,38365.39,92603.15
1112051,2020,1,2020Q1,60,35936.12,6405.24,26043.75,68385.11
1112051,2020,1,2020Q1,70,19837.9,2196.22,11360.72,33394.840000000004
1112051,2020,1,2020Q1,80,9284.82,715.8,5958.59,15959.21
1112051,2020,2,2020Q2,0,9631.12,340.36,8156.81,18128.29
1112051,2020,2,2020Q2,10,16800.74,1784.6100000000001,12826.39,31411.74
1112051,2020,2,2020Q2,20,10588.94,1209.57,12900.67,24699.18
1112051,2020,2,2020Q2,30,18947.35,2874.3,17079.53,38901.17999999999
1112051,2020,2,2020Q2,40,35945.13,9250.65,32371.13,77566.91
1112051,2020,2,2020Q2,50,46502.23,11814.57,42517.31,100834.11
1112051,2020,2,2020Q2,60,39932.159999999996,7603.14,31074.85,78610.15
1112051,2020,2,2020Q2,70,22831.16,2811.75,13202.84,38845.75
1112051,2020,2,2020Q2,80,9958.33,1071.56,6070.93,17100.82
1112051,2020,3,2020Q3,0,9916.94,284.4,8031.75,18233.09
1112051,2020,3,2020Q3,10,16965.26,1560.6,12247.69,30773.549999999996
1112051,2020,3,2020Q3,20,10389.31,1205.02,12731.66,24325.989999999998
1112051,2020,3,2020Q3,30,18870.62,2683.5299999999997,15814.15,37368.299999999996
1112051,2020,3,2020Q3,40,35609.66,9019.93,29863.58,74493.17000000001
1112051,2020,3,2020Q3,50,44143.65,11917.24,37883.0,93943.89
1112051,2020,3,2020Q3,60,39328.28,7862.51,29486.62,76677.41
1112051,2020,3,2020Q3,70,22475.19,2864.06,12828.7,38167.95
1112051,2020,3,2020Q3,80,8759.59,983.68,5133.24,14876.51
1112051,2020,4,2020Q4,0,8392.61,256.6,7586.13,16235.34
1112051,2020,4,2020Q4,10,17473.46,1490.91,11643.43,30607.8
1112051,2020,4,2020Q4,20,10271.63,1170.75,11411.51,22853.89
1112051,2020,4,2020Q4,30,18204.85,2582.54,15213.23,36000.619999999995
1112051,2020,4,2020Q4,40,35680.23,8230.92,29416.69,73327.84
1112051,2020,4,2020Q4,50,45589.76,11249.55,38118.42,94957.73
1112051,2020,4,2020Q4,60,40149.25,7246.79,28765.82,76161.86
1112051,2020,4,2020Q4,70,23372.53,2649.33,12740.2,38762.06
1112051,2020,4,2020Q4,80,10286.77,908.68,5728.3,16923.75
1112051,2021,1,2021Q1,0,9335.64,629.7199999999999,7199.05,17164.41
1112051,2021,1,2021Q1,10,14970.11,1328.08,10622.47,26920.66
1112051,2021,1,2021Q1,20,10279.44,935.88,11103.31,22318.629999999997
1112051,2021,1,2021Q1,30,17071.45,2208.2,13520.95,32800.600000000006
1112051,2021,1,2021Q1,40,33812.44,7112.79,26047.31,66972.54000000001
1112051,2021,1,2021Q1,50,44080.26,9418.21,35864.89,89363.36
1112051,2021,1,2021Q1,60,39709.68,6831.3,28594.66,75135.64
1112051,2021,1,2021Q1,70,21825.56,2127.83,11700.84,35654.229999999996
1112051,2021,1,2021Q1,80,10104.76,850.3100000000001,6299.15,17254.22
1112051,2021,2,2021Q2,0,11521.8,592.97,10229.69,22344.46
1112051,2021,2,2021Q2,10,18987.96,2042.71,11990.33,33021.0
1112051,2021,2,2021Q2,20,12480.29,1420.6399999999999,12344.93,26245.86
