행정동코드,연도,분기,연도분기,총_유동인구,남성_유동인구,여성_유동인구,10대미만,10대,20대,30대,40대,50대,60대,70이상,2030_유동인구,2030_유동인구_비중
11350611,2021,4,2021Q4,59271135.8556,27428907.9924,31842227.7914,2741758.3041,8933779.6154,8700786.321,6226759.9668,8735933.0302,9683896.221099999,7166942.657,7081279.6682,14927546.2878,0.251852
11350611,2022,1,2022Q1,55220555.0869,25644911.4388,29575643.6691,2472803.3376,7924184.6986,7864777.2642,5978330.2034,8305678.6924,9099934.5579,6905986.915200001,6668859.4386,13843107.4676,0.250688
11350611,2022,2,2022Q2,57687006.5839,26853503.6227,30833502.9318,2666055.1262,9179787.1422,8282063.918500001,6030382.9279,8442158.1447,9167289.319899999,6927338.434900001,6991931.540200001,14312446.8464,0.248105
11350611,2022,3,2022Q3,54606502.734699994,25367933.7227,29238568.890199997,2481184.5781,8243547.2921,7638651.455800001,5731323.4026,8137799.5708,8885358.8234,6647546.1272,6841091.3629,13369974.8584,0.244842
11350611,2022,4,2022Q4,54698111.726500005,25559343.2465,29138768.474799998,2410038.9185,8353262.7945,7955745.818499999,5640343.9017,8151945.694499999,8765085.1111,6632720.368899999,6788969.1136,13596089.720199998,0.248566
11350611,2023,1,2023Q1,52784245.5993,24582855.0459,28201390.5154,2206792.952,7739023.215399999,7586449.670399999,5556978.7576,7852623.374399999,8528106.291,6615242.3292000005,6699028.9713,13143428.428,0.249003
11350611,2023,2,2023Q2,54454753.0256,25641097.3974,28813655.6195,2285061.5195,8865822.9798,8203266.6513,5627179.3455,7751090.6241,8595176.4676,6508239.240999999,6618916.188100001,13830445.9968,0.253981
11350611,2023,3,2023Q3,53745074.9688,25241949.1644,28503125.786,2213922.3122,7897278.9182,7821754.4495,5729948.4322,7853955.9495,8798722.276,6676089.6325,6753402.9803,13551702.8817,0.252148
11350611,2023,4,2023Q4,56884844.51,26791141.109300002,30093703.3984,2316784.4988,8378256.118899999,8685611.0638,6019255.0806,8259926.799699999,9298351.2114,7023100.4372000005,6903559.2973,14704866.1444,0.258502
11350611,2024,1,2024Q1,54555412.344500005,25466257.881,29089154.3777,2150562.7395,7393245.257,8224868.7225,5855195.709,7901490.9647,9100170.9831,6961289.866599999,6968588.0163,14080064.431499999,0.258087
11350611,2024,2,2024Q2,56151782.9021,26252516.0419,29899266.885700002,2210395.0097000003,8504905.0408,8868912.4677,5831739.3375,7833603.329499999,9075556.8495,6846970.412899999,6979700.48,14700651.805200001,0.261802
11350611,2024,3,2024Q3,53683655.8536,24992789.9122,28690865.8756,2076045.3407,7562447.410499999,8188938.5801,5761965.1413,7570294.135199999,8857353.2936,6717078.0087,6949533.8777,13950903.7214,0.259872
11350611,2024,4,2024Q4,55260386.3734,25906756.956100002,29353629.377499998,2113869.1492,8337848.3978,9272837.1448,5785960.6074,7524542.798599999,8866461.7254,6507437.1153,6851429.395099999,15058797.7522,0.272506
11350612,2020,1,2020Q1,35773054.9082,15719967.171999998,20053087.7561,2850309.0208,5224537.316,4440955.5994,3993440.109,5912392.3963,5497295.9129,3986726.4412000002,3867398.1325000003,8434395.7084,0.235775
11350612,2020,2,2020Q2,37101731.0978,16212383.074900001,20889348.038,2907424.5929,5310155.9983,4522971.3042,4298888.6598,6078941.3076,5728899.9687,4186104.9786,4068344.3028,8821859.964,0.237775
11350612,2020,3,2020Q3,37663413.6527,16429347.521499999,21234066.1536,2954080.3493999997,5385289.7444,4515506.9131000005,4389301.8411,6055555.6762,5929863.2638,4222180.3047,4211635.5824,8904808.7542,0.236431
11350612,2020,4,2020Q4,37823389.677,16661179.1906,21162210.4509,2948453.9198,5397379.3494,4436658.0314,4498103.4496,6103976.9233,5959513.4635,4300332.5945,4178971.91,8934761.480999999,0.236223
11350612,2021,1,2021Q1,38145594.1232,16860903.5856,21284690.5002,2999481.0255,5393354.277,4584101.2268,4472935.075,6267219.2453000005,5950373.0689,4312597.9852,4165532.1821,9057036.301800001,0.237433
11350612,2021,2,2021Q2,36730879.5468,16196806.3353,20534073.1807,2906944.1619,5032447.5909,4417980.7306,4280151.057399999,5931134.4684,5785158.4025,4203000.2245000005,4174062.8798,8698131.787999999,0.236807
11350612,2021,3,2021Q3,30471659.7838,13422467.450199999,17049192.3547,2318241.5727,4105468.3617000002,3715119.3151000002,3601653.5317,4871567.5654,4832897.5093,3541926.8378999997,3484785.1111,7316772.8468,0.240117
11350612,2021,4,2021Q4,32403281.955199998,14363621.9022,18039660.0919,2385865.1538,4292995.8393,3883295.7687999997,3966625.795,5270235.587,5184177.4355999995,3727238.9749999996,3692847.4396,7849921.5638,0.242257
11350612,2022,1,2022Q1,32819033.5324,14583406.461199999,18235627.0732,2291993.4634,4296342.2341,3929534.9080999997,4089088.5401,5477056.6646,5252537.7795,3800259.9132000003,3682220.0314,8018623.4481999995,0.244328
11350612,2022,2,2022Q2,31992702.1587,14091553.6031,17901148.5942,2272093.3908,4076548.6038,3768787.39,3966085.8674,5366942.6667,5136420.0293,3836733.6964,3569090.5528999995,7734873.2574000005,0.24177
11350612,2022,3,2022Q3,37051134.2014,16449466.579599999,20601667.535099998,2494564.9758,4600738.1651,4347775.9934,4685705.1751,6180877.83,6004553.1578,4473568.4353,4263350.3822,9033481.168499999,0.243811
11350612,2022,4,2022Q4,39128182.7214,17452468.1126,21675714.6478,2601916.2768,4863551.6847,4570626.3932,4988977.6418,6550310.9131000005,6316590.9577,4674193.2416,4562015.6515,9559604.035,0.244315
11350612,2023,1,2023Q1,38540864.1008,17175803.8732,21365060.1965,2566929.5262,4841034.2444,4535850.4387,4889126.5023,6346575.1864,6145984.7111,4631672.245,4583691.2156,9424976.941,0.244545
11350612,2023,2,2023Q2,37441260.5084,16566646.8019,20874613.6885,2519582.2733,4617147.3956,4290940.75,4768906.4466,6190358.2652,5994112.6468,4533805.2935999995,4526407.4193,9059847.196600001,0.241975
11350612,2023,3,2023Q3,36546357.1613,16092745.2735,20453611.9628,2309085.6094,4463904.6541,4282751.7779,4583455.5798,5963855.7432,5937688.8979,4568512.0302,4437102.9438000005,8866207.357700001,0.242602
11350612,2023,4,2023Q4,34591222.6694,15511632.158,19079590.5907,2183690.0102,4193298.2868999997,3889955.4584,4314743.2042,5756988.6307,5821193.5188,4359959.4268,4071394.2127,8204698.662599999,0.23719
11350612,2024,1,2024Q1,35005044.4384,15765332.1691,19239712.222599998,2131784.878,4184739.4622,3993019.8674999997,4350997.4807,5879107.9157,5867131.0719,4432013.3638,4166250.3519,8344017.3482,0.238366
11350612,2024,2,2024Q2,33857431.0768,15083710.2205,18773720.9113,2125184.1695,3949623.2942,3830241.9672,4322959.202099999,5605743.8504,5625602.5858,4264231.6303,4133844.4323,8153201.169299999,0.24081
11350612,2024,3,2024Q3,33483641.1053,14909356.098,18574284.9746,1998224.7368,3995106.6676000003,3826508.2646000003,4166025.1363,5465038.7415,5658641.6095,4196601.4866,4177494.4297,7992533.400900001,0.2387
11350612,2024,4,2024Q4,32621824.619400002,14553707.273400001,18068117.2612,2008970.2055000002,3981691.7572,3642711.3913000003,4121609.1569,5396278.5767,5497648.1678,3997162.0106,3975753.2686,7764320.5482,0.23801
11350619,2020,1,2020Q1,53373535.780300006,24643820.2738,28729715.3613,4646808.347,13073066.1318,5574063.426200001,3911044.6502,10095338.79,7793999.2366,4102581.6223,4176633.431,9485108.0764,0.177712
11350619,2020,2,2020Q2,52444276.1285,24119955.2392,28324320.9309,4618524.4047,13184744.466000002,5538132.2409,3846862.2332,9822254.7561,7454022.4446,3992506.7493000003,3987228.8753000004,9384994.4741,0.178952
11350619,2020,3,2020Q3,51727030.3207,23720200.7059,28006829.6315,4481581.071,12878779.8283,5476474.7762,3739875.4197,9779231.0091,7527115.6294,3931205.688,3912766.9157,9216350.1959,0.178173
11350619,2020,4,2020Q4,51488710.7859,23537824.3456,27950886.3739,4397997.3248,12845820.2303,5331262.0022,3817061.1039,9851598.9725,7544123.0649,3871673.6825,3829174.3384,9148323.1061,0.177676
11350619,2021,1,2021Q1,50840502.243599996,23446994.9271,27393507.4147,4278783.2881000005,12706623.0278,5170448.5691,3861185.0508000003,9686783.6196,7541662.4271,3836508.8224,3758507.5368999997,9031633.6199,0.177646
11350619,2021,2,2021Q2,49741401.6594,22652448.3516,27088953.3525,4250634.2232,12828797.6403,4806891.3325,3749060.7823,9439354.1514,7244177.035,3655035.1238,3767451.4156,8555952.114799999,0.172009
11350619,2021,3,2021Q3,48691664.5464,22228740.9628,26462923.565,4069419.8233000003,12421150.7761,4824255.9074,3609465.4085,9217762.3807,7251444.504000001,3556469.307,3741696.4208000004,8433721.3159,0.173207
11350619,2021,4,2021Q4,47151662.0462,21374442.5303,25777219.597999997,3915546.2473999998,11866650.5791,4526520.423599999,3543182.0560999997,8897704.9688,7175353.092,3533247.0573,3693457.704,8069702.479699999,0.171144
11350619,2022,1,2022Q1,46682609.3546,21454826.4508,25227782.8884,3823517.4454,11774373.9264,4530160.1599,3544787.7339000003,8758300.5869,7241886.7578,3528486.6726,3481096.0563,8074947.893800001,0.172976
11350619,2022,2,2022Q2,45406042.0426,20487272.1678,24918769.9252,3640797.5143,11666421.1832,4225954.2848000005,3393458.3316,8402836.8936,7116766.9169,3550632.8381,3409174.1305,7619412.616400001,0.167806
11350619,2022,3,2022Q3,44755624.6392,20483223.987999998,24272400.647,3535788.9546,11567203.219,4225006.4285,3280878.3713,8272071.972200001,7030579.413799999,3539733.8621,3304362.4135,7505884.799800001,0.167708
11350619,2022,4,2022Q4,44606270.3403,20326447.716,24279822.5344,3558650.1575999996,11259735.6336,4156273.3726,3307516.5112000005,8314967.264599999,7207803.7225,3484985.5603,3316338.028,7463789.8838,0.167326
11350619,2023,1,2023Q1,44585321.6578,20467241.976099998,24118079.6832,3546339.5349,11777570.5473,4176569.1171,3207128.2894,7992712.6642,7147351.7785,3484437.9283,3253211.7996,7383697.4065000005,0.165608
11350619,2023,2,2023Q2,43489196.4059,19816682.392,23672514.1965,3256612.4406,11500934.8017,4030135.9184,3115314.6476,7904033.3277,7008386.5781,3435789.0334,3237989.841,7145450.566,0.164304
11350619,2023,3,2023Q3,44043719.1725,20082950.5242,23960768.6895,3200362.6212,11636301.9017,4346948.6004,3060432.7605,7931137.2482,7096954.5424,3543737.4342,3227844.1051,7407381.3609,0.168182
11350619,2023,4,2023Q4,43862950.1196,19989104.8413,23873845.2763,3186506.7298,11006455.3254,4301462.4177,3098599.8659,8159545.2377,7167044.553300001,3651328.2800000003,3292007.7078,7400062.283600001,0.168709
11350619,2024,1,2024Q1,44250874.2638,20402780.9831,23848093.2865,3300356.8891000003,11362581.5036,4323740.3256,3049816.7903,8084071.0743,7059465.851600001,3656891.6791,3413950.156,7373557.115900001,0.166631
11350619,2024,2,2024Q2,44071191.0644,20031773.152999997,24039417.9196,3165298.7687,11493744.2684,4180593.0852,3027886.9006,8088343.1304,7094433.229800001,3621859.8081,3399031.8814,7208479.9858,0.163564
11350619,2024,3,2024Q3,44013687.7995,20034342.6919,23979345.0228,3163034.485,11582481.418,4438370.8644,2911136.5857,7907552.305199999,7024984.6636,3583526.3108,3402601.082,7349507.450100001,0.166982
11350619,2024,4,2024Q4,41721721.1021,19029584.695299998,22692136.4294,3163562.6226,10660166.7202,4146755.434,2776242.6097999997,7646077.5313,6686010.822,3404881.0228000004,3238024.362,6922998.0438,0.165933
11350621,2020,1,2020Q1,54442586.9609,25130213.0284,29312373.9181,4113745.9252,12977213.182599999,5409453.5367,4106034.0162000004,10787152.9016,7992323.295700001,4338289.5999,4718374.4886,9515487.552900001,0.17478
11350621,2020,2,2020Q2,56991119.3116,26392226.147299998,30598893.179800004,4638867.5547,14277566.7912,5569663.1345,4263967.247099999,11297511.6666,8009843.8983000005,4320496.6213,4613202.4134,9833630.3816,0.172547
11350621,2020,3,2020Q3,56766795.8317,26217908.129300002,30548887.8354,4477261.5607,14145315.123,5514106.8577,4246617.710100001,11238445.9139,8161600.1022,4383250.6526999995,4600198.0444,9760724.5678,0.171944
11350621,2020,4,2020Q4,56941101.554299995,26361938.544,30579162.916699998,4505445.8965,14084975.2566,5348683.1962,4257577.4541,11289520.026700001,8232593.1445,4502731.3623,4719575.1238,9606260.6503,0.168705
11350621,2021,1,2021Q1,56242271.7532,26181767.0348,30060504.7502,4460877.4387,13939035.097,5367047.6786,4230025.881899999,11175349.4847,8112533.7513999995,4365232.768300001,4592169.6844,9597073.5605,0.170638
11350621,2021,2,2021Q2,56292115.170099996,25958103.6884,30334011.3997,4688104.7999,14281483.5716,5254225.7489,4194212.6141,10950222.4068,8020781.1523,4284122.702099999,4618962.0923999995,9448438.363,0.167847
11350621,2021,3,2021Q3,59138420.4697,27233464.748099998,31904955.669,4626372.2374,14738324.087299999,5620376.0537,4511511.5083,11559094.553100001,8638309.015999999,4601337.4741,4843095.487199999,10131887.561999999,0.171325
11350621,2021,4,2021Q4,58932855.4551,26945582.0369,31987273.5451,4719397.9311999995,14752470.6514,5405776.6504999995,4563134.2803,11507966.538800001,8524026.4981,4642991.733,4817091.2987,9968910.930799998,0.169157
11350621,2022,1,2022Q1,58039136.470699996,26605981.0825,31433155.3577,4636055.3724,14639666.5869,5340913.7627,4356319.9755,11265710.812800001,8492745.6424,4648209.8507,4659514.436799999,9697233.7382,0.167081
11350621,2022,2,2022Q2,57750284.8217,26184728.027,31565556.7652,4790032.6775,14722042.762899999,5081892.2278,4331068.8243,10971924.6836,8408960.9968,4675887.3322,4768475.2871,9412961.0521,0.162994
11350621,2022,3,2022Q3,56521208.6012,25713969.1607,30807239.4446,4494351.2106,14473445.942400001,5078348.8456,4185780.8415,10612614.56,8383861.182700001,4632451.6954,4660354.3271,9264129.6871,0.163905
11350621,2022,4,2022Q4,55509796.2393,25261759.6412,30248036.5436,4503181.123,14117533.6595,4810594.3987,4054706.2104,10459828.645299999,8427437.7911,4521332.4759,4615181.880899999,8865300.6091,0.159707
11350621,2023,1,2023Q1,54198784.9745,24669637.6097,29529147.3459,4343837.4048,14020063.3641,4826948.9563,3955793.467,10061838.2021,8206145.3626,4390182.0905,4393976.108200001,8782742.4233,0.162047
11350621,2023,2,2023Q2,54454327.1824,24576593.343900003,29877733.7636,4399567.676899999,14003069.650899999,4679723.7885,3982189.6229999997,10190105.6942,8242152.0693,4479960.0349,4477558.5698,8661913.4115,0.159067
11350621,2023,3,2023Q3,55073256.7323,25009494.257600002,30063762.3868,4233655.511299999,14173867.3129,5040004.6469,4081889.6245,10097884.8177,8404668.0279,4569102.2083,4472184.4949,9121894.2714,0.165632
11350621,2023,4,2023Q4,54560775.916099995,24937911.9443,29622864.0293,4335741.947699999,13796857.8197,4803374.7058,4118831.2242,10207839.0861,8330523.600099999,4581526.827500001,4386080.7625,8922205.93,0.163528
11350621,2024,1,2024Q1,54013737.2533,25039214.8428,28974522.4267,4257976.0586,13772230.0209,4957654.1094,4030682.1887,9975266.3699,8123509.8103,4514858.2333,4381560.478399999,8988336.2981,0.166408
11350621,2024,2,2024Q2,54144122.5896,24988549.7287,29155572.8602,4353029.5649,13566985.4552,4810556.0351,3995039.04,9842933.4331,8283908.048,4633457.5539,4658213.4587,8805595.075100001,0.162633
11350621,2024,3,2024Q3,54993209.8238,25587874.3693,29405335.4782,4207516.4888,14032610.9005,5178051.5917,4013445.2998,9824035.7257,8410045.2063,4715740.7376,4611763.8971,9191496.8915,0.167139
11350621,2024,4,2024Q4,55094690.9229,25617592.182899997,29477098.7047,4332791.9933,13923048.5232,5018632.1025,3984985.7714,9974177.0976,8510190.6308,4739121.5868,4611743.182,9003617.8739,0.163421
11350624,2020,1,2020Q1,46431987.1987,21003855.098,25428132.104999997,3458879.8704,6396095.467,4899180.7469,4355353.046800001,7441021.3440000005,7344694.424199999,5347083.6087,7189678.695,9254533.7937,0.199314
11350624,2020,2,2020Q2,44297221.3718,20028564.5816,24268656.7672,3363462.1777999997,6209453.9531,4799224.0367,4104053.2630000003,7083106.6432,6899809.1704,4946308.0881,6891804.0165,8903277.2997,0.20099
11350624,2020,3,2020Q3,44506433.1197,20290266.2904,24216166.7505,3440169.3065,6506183.9673,4761037.3219,4072193.9,7086825.5031,6804700.9943,5065200.6221,6770121.4257,8833231.2219,0.198471
11350624,2020,4,2020Q4,43546612.4364,19841242.0095,23705370.4445,3268099.289,6305441.8379999995,4571672.1714,4001225.0455,6952626.5812,6696636.160999999,4947671.8529,6803239.515000001,8572897.2169,0.196867
11350624,2021,1,2021Q1,41542054.1064,18928153.4891,22613900.6551,2962687.2788,5699387.015,4437181.6257,3863661.3049999997,6743239.0382,6447303.1543,4782778.039799999,6605816.6874,8300842.930699999,0.199818
11350624,2021,2,2021Q2,41171056.4105,18800275.967299998,22370780.3919,3163756.9433,5871266.1324000005,4258437.2634,3802431.7802,6501484.076099999,6393364.6616,4598315.2502,6582000.252,8060869.0435999995,0.19579
11350624,2021,3,2021Q3,37799813.8403,17187419.666500002,20612394.178,2742539.9714,5249077.476,3997188.0355,3538149.9286,5969638.9151,5898686.5111,4304778.6859,6099754.3209,7535337.9641,0.199349
11350624,2021,4,2021Q4,36339938.7731,16599248.5765,19740690.163599998,2785452.2829,5236486.540200001,3750413.0664999997,3325887.516,5646093.9341,5617451.2795,4185684.3619,5792469.759,7076300.5825,0.194725
11350624,2022,1,2022Q1,35712215.0545,16190959.2057,19521255.8036,2617409.5766000003,4758595.0252,3738960.6730000004,3424776.4984,5512453.3452,5772351.4842,4255633.4155,5632034.9912,7163737.1714,0.200596
11350624,2022,2,2022Q2,36067454.2513,16509549.326900002,19557904.8955,2854225.7807,5237721.6421,3584786.6104,3345020.5065,5436289.6534,5726230.9896,4262676.2717,5620502.768,6929807.116900001,0.192135
11350624,2022,3,2022Q3,34989536.513,16064163.055100001,18925373.4353,2531679.6821999997,4828714.5821,3631663.1954,3287201.047,5376551.9747,5685804.6377,4224976.1508,5422945.2205,6918864.2424,0.197741
11350624,2022,4,2022Q4,35609723.538100004,16494201.262400001,19115522.3504,2679414.4030999998,4949583.2184999995,3701063.83,3311743.7173999995,5368408.6496,5836894.1359,4285015.648,5477600.0103,7012807.5474,0.196935
11350624,2023,1,2023Q1,34953064.1562,16134000.8856,18819063.237800002,2504187.7756000003,4624041.0046,3750432.628,3279226.0463,5240160.1119,5786376.2806,4301645.2631,5466995.0133,7029658.6743,0.201117
11350624,2023,2,2023Q2,35099447.6189,16353292.816,18746154.7751,2702836.2042,5038181.873,3614729.7198,3251121.5661000004,5129979.142899999,5830160.9338,4134113.0652,5398325.0861,6865851.2859000005,0.195611
11350624,2023,3,2023Q3,34524660.6988,15939812.7249,18584847.9401,2497120.4185,4778195.2089,3666654.1031,3247116.7393,5011256.726,5781710.9818,4142503.8904,5400102.597,6913770.8423999995,0.200256
11350624,2023,4,2023Q4,34818921.087699994,16211744.3407,18607176.7674,2514005.3986,4832643.7841,3603284.6302000005,3337457.6664,5049413.5001,5791753.3707,4151786.9523,5538575.8057,6940742.296600001,0.199338
11350624,2024,1,2024Q1,34006432.3032,15687601.08,18318831.204,2333102.5081,4398346.252,3681368.7304,3263559.1064999998,4863181.5795,5767829.0083,4216371.0676,5482674.0316,6944927.8368999995,0.204224
11350624,2024,2,2024Q2,32563494.9891,15209627.9615,17353867.0526,2325589.8096000003,4519645.184,3431502.6881,3048014.7708,4606743.681299999,5459292.7821,4010291.0028,5162415.0954,6479517.4589,0.198981
11350624,2024,3,2024Q3,32973495.4722,15521545.0693,17451950.4513,2249824.2406,4521600.2939,3546749.751,3061096.9797,4670233.6578,5523573.4617,4126060.6925999997,5274356.443299999,6607846.7307,0.200399
11350624,2024,4,2024Q4,33746513.518199995,15859068.6173,17887444.9562,2422802.1308,4767297.1224,3544777.7438000003,3156572.1325,4810023.5485,5592562.0914,4161047.752,5291431.0521,6701349.8763,0.198579
11350625,2020,1,2020Q1,84296046.2322,37057306.5686,47238739.5944,7216863.491699999,10348662.895399999,9748220.9356,10019262.101599999,14254730.4335,12201752.6824,9516820.0136,10989733.6092,19767483.037199996,0.234501
11350625,2020,2,2020Q2,80234054.0866,35172327.1104,45061727.0579,6771746.5767,9919041.5701,9156579.5107,9599760.0732,13461618.954799999,11596427.1316,9014673.8182,10714206.533,18756339.5839,0.23377
11350625,2020,3,2020Q3,79283246.6816,34663856.3904,44619390.3311,6679126.0372,9972347.7588,8944863.8151,9441954.4377,13098320.5566,11551561.3966,8884438.3518,10710634.3677,18386818.2528,0.231913
11350625,2020,4,2020Q4,78561711.0584,34462535.0586,44099175.949200004,6682465.7336,9811418.9426,8514039.0943,9329089.4412,13132851.792599998,11549739.7132,8688735.2201,10853371.0702,17843128.535499997,0.227122
11350625,2021,1,2021Q1,75210965.5376,32966003.1098,42244962.3893,6136148.6616,9037347.2525,8221598.2151,9066654.1298,12479433.802,11198877.175,8450933.7713,10619972.4918,17288252.344899997,0.229863
11350625,2021,2,2021Q2,73931049.56639999,32283489.3736,41647560.1412,6083082.466,9139036.398,8128053.923,8791682.0438,12086114.7768,11029341.1682,8280262.1219,10393476.6171,16919735.9668,0.228858
11350625,2021,3,2021Q3,74116274.9197,32344274.243100002,41772000.7624,5928294.234999999,8980309.3255,8273919.1873,8846646.8397,12149627.736000001,11309027.0417,8412881.9214,10215568.718899999,17120566.027000003,0.230996
11350625,2021,4,2021Q4,73220478.5886,31843140.339,41377338.2241,6036846.7125,9125644.5712,8025136.3324,8632871.2139,11830720.000799999,11098070.6767,8232599.1483,10238589.9073,16658007.5463,0.227505
11350625,2022,1,2022Q1,72176904.812,31718694.0536,40458210.8025,5830604.2132,8582095.0569,7988754.5766,8577943.3625,11675520.3155,11033202.6341,8216513.6921999995,10272271.0051,16566697.939100001,0.229529
11350625,2022,2,2022Q2,72667139.6478,31820542.309699997,40846597.526999995,6300046.3568,9436082.586199999,7837144.6161,8308850.8557,11593020.971099999,11006112.0798,8117766.4139,10068115.9571,16145995.4718,0.222191
11350625,2022,3,2022Q3,72307811.0341,31893895.018799998,40413915.9388,5881324.8869,9275294.5882,7830057.2688,8244161.0476,11661209.4927,11193751.2722,8156588.7059,10065423.6953,16074218.316399999,0.222303
11350625,2022,4,2022Q4,72420283.73,32015835.7747,40404447.833000004,6056859.848,9503035.0163,7623327.625399999,8252392.5189,11715594.8804,11184554.603799999,8110591.6145,9973927.5004,15875720.144299999,0.219216
11350625,2023,1,2023Q1,69909015.5745,30978643.4442,38930372.0846,5596530.9683,8678223.4955,7511205.425100001,8079982.811,11377125.3431,10861787.1372,8003687.4013,9800472.9473,15591188.2361,0.223021
11350625,2023,2,2023Q2,69441950.61829999,30450091.4617,38991859.1784,5774635.9711,8936229.2142,7312587.1591,8079302.2707,11231840.1831,10694408.265,7834482.1836,9578465.3933,15391889.4298,0.221651
11350625,2023,3,2023Q3,67370599.2244,29684727.738399997,37685871.4076,5280178.6285,8430868.3351,7287489.9783,7848777.2639,10751681.8213,10578286.8583,7772108.189199999,9421208.0714,15136267.242199998,0.224672
11350625,2023,4,2023Q4,67887682.5532,30059793.0777,37827889.350999996,5445819.8282,8570031.3638,7108530.1031,7856218.077199999,10958009.1784,10765089.1619,7866376.505899999,9317608.2102,14964748.1803,0.220434
11350625,2024,1,2024Q1,66097635.312800005,29372399.4144,36725235.8377,5116252.786900001,7834202.680600001,6967343.817399999,7767928.5645,10804287.0395,10486520.3429,7825205.6032,9295894.417100001,14735272.3819,0.222932
11350625,2024,2,2024Q2,63602608.6809,27922408.4564,35680200.2477,5118334.0353999995,7936179.259500001,6653120.0406,7546890.513499999,10398651.3372,9982963.3666,7312474.7497000005,8653995.4016,14200010.5541,0.223261
11350625,2024,3,2024Q3,64240811.2032,28023140.950999998,36217670.235,4982995.1498,7829844.7161,6800244.1735,7696608.8954,10330040.321,10196099.6535,7394806.0503,9010172.2264,14496853.0689,0.225664
11350625,2024,4,2024Q4,65843487.8534,28655407.6882,37188080.205699995,5237082.0975,8112149.174000001,6822951.915,7993616.5937,10621859.4084,10594180.9288,7443137.3441,9018510.4324,14816568.5087,0.225027
11350630,2020,1,2020Q1,89447714.119,41543025.903799996,47904688.2469,6430125.144,8468849.4352,10574038.611,11627971.2978,12620937.8963,14448733.2139,12871899.2001,12405159.3524,22202009.9088,0.248212
11350630,2020,2,2020Q2,89297270.25940001,41073577.4377,48223692.6251,6422603.558499999,8318183.916199999,10603898.454,11533092.9549,12625711.6638,14449693.770499999,12672403.1395,12671682.6054,22136991.4089,0.247902
11350630,2020,3,2020Q3,91751598.1688,42154873.2985,49596724.7625,6627622.4859,8605709.4554,10690389.0141,12018682.4298,12969051.7683,14747920.446600001,13044709.232700001,13047513.2282,22709071.4439,0.247506
11350630,2020,4,2020Q4,89523152.7315,41286327.3615,48236825.2708,6703355.0713,8557039.1934,10311429.2061,11728619.253600001,12768984.001,14461122.7389,12706414.814,12286188.354,22040048.459700003,0.246194
11350630,2021,1,2021Q1,86709784.5519,39951024.7306,46758759.8328,6542402.7626,8353374.785599999,10061565.9454,11201487.8145,12334715.9324,14111173.0255,12175851.9462,11929212.3512,21263053.7599,0.245221
11350630,2021,2,2021Q2,86441599.6988,39769015.5703,46672584.0638,6975735.7607,8288431.6357,9875698.786899999,10973007.642,12364988.0549,13973135.685800001,11962553.074299999,12028048.9938,20848706.4289,0.241188
11350630,2021,3,2021Q3,86520769.6065,40059901.4198,46460868.217099994,7091510.333,8477993.3784,9850078.455500001,10894665.4364,12262826.6209,14017456.060899999,11912126.0797,12014113.2721,20744743.891900003,0.239766
11350630,2021,4,2021Q4,85981868.0811,40086492.4946,45895375.6849,7202670.809900001,8568014.1335,9557925.5169,10771343.21,12249087.9186,13849019.921799999,11840537.717799999,11943268.951,20329268.7269,0.236437
11350630,2022,1,2022Q1,84356172.7311,39580744.6718,44775428.1287,6889051.599400001,8295151.6249,9421835.9857,10502886.7754,12203754.6964,13753055.0346,11655316.8595,11635120.2246,19924722.7611,0.236198
11350630,2022,2,2022Q2,80431293.1854,37639789.8565,42791503.352400005,6613433.2178,7726941.5719,8810091.8707,9838487.7032,11588136.978500001,13303758.9115,11073550.2666,11476892.6887,18648579.5739,0.231857
11350630,2022,3,2022Q3,80673636.60010001,37589561.463,43084075.0443,6482496.8147,7687580.9416000005,8833706.0338,9951107.7427,11529764.5832,13273966.94,11192320.1532,11722693.2981,18784813.7765,0.232849
11350630,2022,4,2022Q4,80131277.1798,37101157.663,43030119.4724,6466208.698,7670328.429500001,8413758.2071,9746515.3223,11603325.008,13096922.3964,11133484.423,12000734.6511,18160273.5294,0.226632
11350630,2023,1,2023Q1,78492662.8246,36556778.0218,41935884.7151,6221834.862199999,7398215.940199999,8354000.4105,9428757.8007,11325127.907200001,12773582.6472,10961312.1842,12029830.9847,17782758.2112,0.226553
11350630,2023,2,2023Q2,77282851.9827,35902261.9893,41380589.8979,6095962.2898,7094792.3881,8043341.3897,9373756.004700001,11148098.3834,12657531.3726,10796100.4747,12073269.5842,17417097.3944,0.225368
11350630,2023,3,2023Q3,78742090.3582,36616768.6423,42125321.6951,5958558.868799999,7296317.9953000005,8185389.666999999,9475468.3728,11357573.8647,12959001.9331,11104357.786600001,12405421.849100001,17660858.0398,0.224287
11350630,2023,4,2023Q4,78324490.3643,36509565.346200004,41814924.9376,5972768.7258,7335771.089,8010535.597,9473117.4364,11399449.7641,12929993.926099999,11008421.8334,12194431.912,17483653.0334,0.223221
11350630,2024,1,2024Q1,78250140.5755,36334809.988800004,41915330.5913,5699316.2907,7055281.1991,8240924.9607,9527731.3283,11412852.9371,12892008.271,11091918.976300001,12330106.6169,17768656.288999997,0.227075
11350630,2024,2,2024Q2,74732230.6347,34345937.8739,40386292.7957,5224615.6343,6483248.2837000005,7776797.5691,9294306.2907,10880715.253899999,12528840.2129,10570454.272,11973253.153,17071103.8598,0.22843
